path,label_id,label_name,actor,sample_id,emotion_code,resolved_image_path,embedding_path,feature_dim
01-01-01-01-01-01-03_f000011.png,0,neutral,3,01-01-01-01-01-01-03_f000011,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-03_f000011.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-03_f000011.npy,2048
01-01-01-01-01-01-03_f000023.png,0,neutral,3,01-01-01-01-01-01-03_f000023,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-03_f000023.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-03_f000023.npy,2048
01-01-01-01-01-01-03_f000045.png,0,neutral,3,01-01-01-01-01-01-03_f000045,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-03_f000045.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-03_f000045.npy,2048
01-01-01-01-01-01-03_f000068.png,0,neutral,3,01-01-01-01-01-01-03_f000068,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-03_f000068.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-03_f000068.npy,2048
01-01-01-01-01-01-03_f000079.png,0,neutral,3,01-01-01-01-01-01-03_f000079,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-03_f000079.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-03_f000079.npy,2048
01-01-01-01-01-01-04_f000011.png,0,neutral,4,01-01-01-01-01-01-04_f000011,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-04_f000011.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-04_f000011.npy,2048
01-01-01-01-01-01-04_f000022.png,0,neutral,4,01-01-01-01-01-01-04_f000022,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-04_f000022.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-04_f000022.npy,2048
01-01-01-01-01-01-04_f000044.png,0,neutral,4,01-01-01-01-01-01-04_f000044,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-04_f000044.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-04_f000044.npy,2048
01-01-01-01-01-01-04_f000065.png,0,neutral,4,01-01-01-01-01-01-04_f000065,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-04_f000065.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-04_f000065.npy,2048
01-01-01-01-01-01-04_f000076.png,0,neutral,4,01-01-01-01-01-01-04_f000076,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-04_f000076.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-04_f000076.npy,2048
01-01-01-01-01-01-05_f000012.png,0,neutral,5,01-01-01-01-01-01-05_f000012,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-05_f000012.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-05_f000012.npy,2048
01-01-01-01-01-01-05_f000024.png,0,neutral,5,01-01-01-01-01-01-05_f000024,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-05_f000024.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-05_f000024.npy,2048
01-01-01-01-01-01-05_f000048.png,0,neutral,5,01-01-01-01-01-01-05_f000048,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-05_f000048.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-05_f000048.npy,2048
01-01-01-01-01-01-05_f000071.png,0,neutral,5,01-01-01-01-01-01-05_f000071,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-05_f000071.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-05_f000071.npy,2048
01-01-01-01-01-01-05_f000083.png,0,neutral,5,01-01-01-01-01-01-05_f000083,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-05_f000083.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-05_f000083.npy,2048
01-01-01-01-01-01-06_f000011.png,0,neutral,6,01-01-01-01-01-01-06_f000011,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-06_f000011.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-06_f000011.npy,2048
01-01-01-01-01-01-06_f000022.png,0,neutral,6,01-01-01-01-01-01-06_f000022,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-06_f000022.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-06_f000022.npy,2048
01-01-01-01-01-01-06_f000044.png,0,neutral,6,01-01-01-01-01-01-06_f000044,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-06_f000044.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-06_f000044.npy,2048
01-01-01-01-01-01-06_f000066.png,0,neutral,6,01-01-01-01-01-01-06_f000066,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-06_f000066.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-06_f000066.npy,2048
01-01-01-01-01-01-06_f000077.png,0,neutral,6,01-01-01-01-01-01-06_f000077,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-06_f000077.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-06_f000077.npy,2048
01-01-01-01-01-01-07_f000013.png,0,neutral,7,01-01-01-01-01-01-07_f000013,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-07_f000013.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-07_f000013.npy,2048
01-01-01-01-01-01-07_f000026.png,0,neutral,7,01-01-01-01-01-01-07_f000026,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-07_f000026.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-07_f000026.npy,2048
01-01-01-01-01-01-07_f000052.png,0,neutral,7,01-01-01-01-01-01-07_f000052,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-07_f000052.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-07_f000052.npy,2048
01-01-01-01-01-01-07_f000077.png,0,neutral,7,01-01-01-01-01-01-07_f000077,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-07_f000077.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-07_f000077.npy,2048
01-01-01-01-01-01-07_f000090.png,0,neutral,7,01-01-01-01-01-01-07_f000090,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-07_f000090.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-07_f000090.npy,2048
01-01-01-01-01-01-08_f000012.png,0,neutral,8,01-01-01-01-01-01-08_f000012,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-08_f000012.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-08_f000012.npy,2048
01-01-01-01-01-01-08_f000023.png,0,neutral,8,01-01-01-01-01-01-08_f000023,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-08_f000023.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-08_f000023.npy,2048
01-01-01-01-01-01-08_f000046.png,0,neutral,8,01-01-01-01-01-01-08_f000046,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-08_f000046.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-08_f000046.npy,2048
01-01-01-01-01-01-08_f000069.png,0,neutral,8,01-01-01-01-01-01-08_f000069,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-08_f000069.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-08_f000069.npy,2048
01-01-01-01-01-01-08_f000081.png,0,neutral,8,01-01-01-01-01-01-08_f000081,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-08_f000081.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-08_f000081.npy,2048
01-01-01-01-01-01-09_f000011.png,0,neutral,9,01-01-01-01-01-01-09_f000011,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-09_f000011.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-09_f000011.npy,2048
01-01-01-01-01-01-09_f000022.png,0,neutral,9,01-01-01-01-01-01-09_f000022,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-09_f000022.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-09_f000022.npy,2048
01-01-01-01-01-01-09_f000043.png,0,neutral,9,01-01-01-01-01-01-09_f000043,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-09_f000043.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-09_f000043.npy,2048
01-01-01-01-01-01-09_f000065.png,0,neutral,9,01-01-01-01-01-01-09_f000065,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-09_f000065.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-09_f000065.npy,2048
01-01-01-01-01-01-09_f000075.png,0,neutral,9,01-01-01-01-01-01-09_f000075,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-09_f000075.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-09_f000075.npy,2048
01-01-01-01-01-01-10_f000012.png,0,neutral,10,01-01-01-01-01-01-10_f000012,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-10_f000012.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-10_f000012.npy,2048
01-01-01-01-01-01-10_f000023.png,0,neutral,10,01-01-01-01-01-01-10_f000023,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-10_f000023.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-10_f000023.npy,2048
01-01-01-01-01-01-10_f000047.png,0,neutral,10,01-01-01-01-01-01-10_f000047,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-10_f000047.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-10_f000047.npy,2048
01-01-01-01-01-01-10_f000070.png,0,neutral,10,01-01-01-01-01-01-10_f000070,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-10_f000070.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-10_f000070.npy,2048
01-01-01-01-01-01-10_f000082.png,0,neutral,10,01-01-01-01-01-01-10_f000082,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-10_f000082.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-10_f000082.npy,2048
01-01-01-01-01-01-11_f000010.png,0,neutral,11,01-01-01-01-01-01-11_f000010,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-11_f000010.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-11_f000010.npy,2048
01-01-01-01-01-01-11_f000021.png,0,neutral,11,01-01-01-01-01-01-11_f000021,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-11_f000021.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-11_f000021.npy,2048
01-01-01-01-01-01-11_f000041.png,0,neutral,11,01-01-01-01-01-01-11_f000041,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-11_f000041.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-11_f000041.npy,2048
01-01-01-01-01-01-11_f000062.png,0,neutral,11,01-01-01-01-01-01-11_f000062,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-11_f000062.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-11_f000062.npy,2048
01-01-01-01-01-01-11_f000072.png,0,neutral,11,01-01-01-01-01-01-11_f000072,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-11_f000072.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-11_f000072.npy,2048
01-01-01-01-01-01-12_f000012.png,0,neutral,12,01-01-01-01-01-01-12_f000012,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-12_f000012.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-12_f000012.npy,2048
01-01-01-01-01-01-12_f000024.png,0,neutral,12,01-01-01-01-01-01-12_f000024,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-12_f000024.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-12_f000024.npy,2048
01-01-01-01-01-01-12_f000048.png,0,neutral,12,01-01-01-01-01-01-12_f000048,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-12_f000048.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-12_f000048.npy,2048
01-01-01-01-01-01-12_f000072.png,0,neutral,12,01-01-01-01-01-01-12_f000072,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-12_f000072.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-12_f000072.npy,2048
01-01-01-01-01-01-12_f000084.png,0,neutral,12,01-01-01-01-01-01-12_f000084,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-12_f000084.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-12_f000084.npy,2048
01-01-01-01-01-01-13_f000010.png,0,neutral,13,01-01-01-01-01-01-13_f000010,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-13_f000010.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-13_f000010.npy,2048
01-01-01-01-01-01-13_f000021.png,0,neutral,13,01-01-01-01-01-01-13_f000021,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-13_f000021.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-13_f000021.npy,2048
01-01-01-01-01-01-13_f000042.png,0,neutral,13,01-01-01-01-01-01-13_f000042,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-13_f000042.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-13_f000042.npy,2048
01-01-01-01-01-01-13_f000063.png,0,neutral,13,01-01-01-01-01-01-13_f000063,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-13_f000063.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-13_f000063.npy,2048
01-01-01-01-01-01-13_f000073.png,0,neutral,13,01-01-01-01-01-01-13_f000073,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-13_f000073.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-13_f000073.npy,2048
01-01-01-01-01-01-14_f000011.png,0,neutral,14,01-01-01-01-01-01-14_f000011,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-14_f000011.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-14_f000011.npy,2048
01-01-01-01-01-01-14_f000023.png,0,neutral,14,01-01-01-01-01-01-14_f000023,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-14_f000023.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-14_f000023.npy,2048
01-01-01-01-01-01-14_f000046.png,0,neutral,14,01-01-01-01-01-01-14_f000046,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-14_f000046.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-14_f000046.npy,2048
01-01-01-01-01-01-14_f000069.png,0,neutral,14,01-01-01-01-01-01-14_f000069,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-14_f000069.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-14_f000069.npy,2048
01-01-01-01-01-01-14_f000080.png,0,neutral,14,01-01-01-01-01-01-14_f000080,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-14_f000080.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-14_f000080.npy,2048
01-01-01-01-01-01-16_f000012.png,0,neutral,16,01-01-01-01-01-01-16_f000012,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-16_f000012.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-16_f000012.npy,2048
01-01-01-01-01-01-16_f000025.png,0,neutral,16,01-01-01-01-01-01-16_f000025,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-16_f000025.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-16_f000025.npy,2048
01-01-01-01-01-01-16_f000049.png,0,neutral,16,01-01-01-01-01-01-16_f000049,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-16_f000049.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-16_f000049.npy,2048
01-01-01-01-01-01-16_f000074.png,0,neutral,16,01-01-01-01-01-01-16_f000074,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-16_f000074.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-16_f000074.npy,2048
01-01-01-01-01-01-16_f000086.png,0,neutral,16,01-01-01-01-01-01-16_f000086,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-16_f000086.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-16_f000086.npy,2048
01-01-01-01-01-01-17_f000013.png,0,neutral,17,01-01-01-01-01-01-17_f000013,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-17_f000013.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-17_f000013.npy,2048
01-01-01-01-01-01-17_f000025.png,0,neutral,17,01-01-01-01-01-01-17_f000025,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-17_f000025.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-17_f000025.npy,2048
01-01-01-01-01-01-17_f000051.png,0,neutral,17,01-01-01-01-01-01-17_f000051,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-17_f000051.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-17_f000051.npy,2048
01-01-01-01-01-01-17_f000076.png,0,neutral,17,01-01-01-01-01-01-17_f000076,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-17_f000076.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-17_f000076.npy,2048
01-01-01-01-01-01-17_f000089.png,0,neutral,17,01-01-01-01-01-01-17_f000089,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-17_f000089.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-17_f000089.npy,2048
01-01-01-01-01-01-18_f000011.png,0,neutral,18,01-01-01-01-01-01-18_f000011,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-18_f000011.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-18_f000011.npy,2048
01-01-01-01-01-01-18_f000023.png,0,neutral,18,01-01-01-01-01-01-18_f000023,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-18_f000023.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-18_f000023.npy,2048
01-01-01-01-01-01-18_f000046.png,0,neutral,18,01-01-01-01-01-01-18_f000046,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-18_f000046.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-18_f000046.npy,2048
01-01-01-01-01-01-18_f000069.png,0,neutral,18,01-01-01-01-01-01-18_f000069,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-18_f000069.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-18_f000069.npy,2048
01-01-01-01-01-01-18_f000080.png,0,neutral,18,01-01-01-01-01-01-18_f000080,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-18_f000080.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-18_f000080.npy,2048
01-01-01-01-01-01-19_f000011.png,0,neutral,19,01-01-01-01-01-01-19_f000011,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-19_f000011.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-19_f000011.npy,2048
01-01-01-01-01-01-19_f000022.png,0,neutral,19,01-01-01-01-01-01-19_f000022,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-19_f000022.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-19_f000022.npy,2048
01-01-01-01-01-01-19_f000044.png,0,neutral,19,01-01-01-01-01-01-19_f000044,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-19_f000044.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-19_f000044.npy,2048
01-01-01-01-01-01-19_f000067.png,0,neutral,19,01-01-01-01-01-01-19_f000067,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-19_f000067.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-19_f000067.npy,2048
01-01-01-01-01-01-19_f000078.png,0,neutral,19,01-01-01-01-01-01-19_f000078,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-19_f000078.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-19_f000078.npy,2048
01-01-01-01-01-01-20_f000011.png,0,neutral,20,01-01-01-01-01-01-20_f000011,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-20_f000011.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-20_f000011.npy,2048
01-01-01-01-01-01-20_f000023.png,0,neutral,20,01-01-01-01-01-01-20_f000023,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-20_f000023.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-20_f000023.npy,2048
01-01-01-01-01-01-20_f000046.png,0,neutral,20,01-01-01-01-01-01-20_f000046,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-20_f000046.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-20_f000046.npy,2048
01-01-01-01-01-01-20_f000069.png,0,neutral,20,01-01-01-01-01-01-20_f000069,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-20_f000069.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-20_f000069.npy,2048
01-01-01-01-01-01-20_f000080.png,0,neutral,20,01-01-01-01-01-01-20_f000080,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-20_f000080.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-20_f000080.npy,2048
01-01-01-01-01-01-21_f000013.png,0,neutral,21,01-01-01-01-01-01-21_f000013,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-21_f000013.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-21_f000013.npy,2048
01-01-01-01-01-01-21_f000025.png,0,neutral,21,01-01-01-01-01-01-21_f000025,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-21_f000025.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-21_f000025.npy,2048
01-01-01-01-01-01-21_f000051.png,0,neutral,21,01-01-01-01-01-01-21_f000051,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-21_f000051.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-21_f000051.npy,2048
01-01-01-01-01-01-21_f000076.png,0,neutral,21,01-01-01-01-01-01-21_f000076,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-21_f000076.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-21_f000076.npy,2048
01-01-01-01-01-01-21_f000089.png,0,neutral,21,01-01-01-01-01-01-21_f000089,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-21_f000089.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-21_f000089.npy,2048
01-01-01-01-01-01-22_f000012.png,0,neutral,22,01-01-01-01-01-01-22_f000012,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-22_f000012.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-22_f000012.npy,2048
01-01-01-01-01-01-22_f000024.png,0,neutral,22,01-01-01-01-01-01-22_f000024,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-22_f000024.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-22_f000024.npy,2048
01-01-01-01-01-01-22_f000048.png,0,neutral,22,01-01-01-01-01-01-22_f000048,01,D:\Ravdess\ravdess_face_png\01-01-01-01-01-01-22_f000048.png,D:\Ravdess\fusion_pack_5f\embeddings\01-01-01-01-01-01-22_f000048.npy,2048
