av_key,split,actor_id,label_id,label_name,emotion_code,intensity_code,statement_code,repetition_code,audio_sample_id,audio_wav_path,audio_pred_id,audio_pred_name,audio_embedding_path,audio_embedding_dim,video_sample_id,video_path,video_pred_id,video_pred_name,video_sequence_path,video_sequence_num_frames,video_sequence_feature_dim,video_sequence_source,video_prediction_source,audio_prob_neutral,audio_prob_calm,audio_prob_happy,audio_prob_sad,audio_prob_angry,audio_prob_fearful,audio_prob_disgust,audio_prob_surprise,video_prob_neutral,video_prob_calm,video_prob_happy,video_prob_sad,video_prob_angry,video_prob_fearful,video_prob_disgust,video_prob_surprise
01-01-01-01-01-11,train,11,0,neutral,01,01,01,01,03-01-01-01-01-01-11,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-01-01-11.wav,0,neutral,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-01-01-01-01-11.npy,96,02-01-01-01-01-01-11,data/raw/ravdess/video_speech/Video_Speech_Actor_11/Actor_11/02-01-01-01-01-01-11.mp4,0,neutral,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-01-01-01-01-11.npy,5,2048,canonical_02,canonical_02,0.248704,0.133428,0.125703,0.090529,0.088433,0.115582,0.095274,0.102347,0.9496029853820801,0.00653323270380497,0.007233961205929518,0.006901631783694029,0.006562958378344775,0.006500967312604189,0.00835139062255621,0.008312901388853789
01-01-01-01-01-12,train,12,0,neutral,01,01,01,01,03-01-01-01-01-01-12,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_12/03-01-01-01-01-01-12.wav,0,neutral,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-01-01-01-01-12.npy,96,02-01-01-01-01-01-12,data/raw/ravdess/video_speech/Video_Speech_Actor_12/Actor_12/02-01-01-01-01-01-12.mp4,0,neutral,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-01-01-01-01-12.npy,5,2048,canonical_02,canonical_02,0.256478,0.152417,0.102056,0.118828,0.090052,0.074362,0.09612,0.109686,0.9574665904045105,0.0042834381572902204,0.006541087292134762,0.005686619132757187,0.005893703829497099,0.006435533054172993,0.007106277346611023,0.006586731970310211
01-01-01-01-01-13,train,13,0,neutral,01,01,01,01,03-01-01-01-01-01-13,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_13/03-01-01-01-01-01-13.wav,0,neutral,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-01-01-01-01-13.npy,96,02-01-01-01-01-01-13,data/raw/ravdess/video_speech/Video_Speech_Actor_13/Actor_13/02-01-01-01-01-01-13.mp4,0,neutral,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-01-01-01-01-13.npy,5,2048,canonical_02,canonical_02,0.245786,0.152675,0.083854,0.10502,0.097431,0.077986,0.107353,0.129896,0.9638432860374451,0.005060542887076735,0.004621098143979907,0.005306162033230066,0.004956112196668983,0.004508109902963043,0.005724771413952112,0.005979897733777761
01-01-01-01-01-14,train,14,0,neutral,01,01,01,01,03-01-01-01-01-01-14,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_14/03-01-01-01-01-01-14.wav,0,neutral,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-01-01-01-01-14.npy,96,02-01-01-01-01-01-14,data/raw/ravdess/video_speech/Video_Speech_Actor_14/Actor_14/02-01-01-01-01-01-14.mp4,0,neutral,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-01-01-01-01-14.npy,5,2048,canonical_02,canonical_02,0.231472,0.119247,0.089249,0.101754,0.10089,0.084205,0.105681,0.167501,0.9584618449211121,0.004762440966442227,0.0047312982380390166,0.0069979621097445485,0.0074641754850745205,0.005396890453994274,0.006280127447098494,0.00590525446459651
01-01-01-01-01-15,train,15,0,neutral,01,01,01,01,03-01-01-01-01-01-15,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_15/03-01-01-01-01-01-15.wav,0,neutral,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-01-01-01-01-15.npy,96,02-01-01-01-01-01-15,data/raw/ravdess/video_speech/Video_Speech_Actor_15/Actor_15/02-01-01-01-01-01-15.mp4,0,neutral,/home/tonyhe/ravdess_avfusion/data/processed/video/backfill_actor15/sequence_embeddings_5f/train/02-01-01-01-01-01-15.npy,5,2048,backfill_actor15,backfill_actor15,0.253482,0.123449,0.093698,0.117964,0.089566,0.073705,0.113587,0.134548,0.8271236419677734,0.028381824493408203,0.020000018179416656,0.04183473438024521,0.021986160427331924,0.007353840861469507,0.020879928022623062,0.032439880073070526
01-01-01-01-01-16,train,16,0,neutral,01,01,01,01,03-01-01-01-01-01-16,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_16/03-01-01-01-01-01-16.wav,0,neutral,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-01-01-01-01-16.npy,96,02-01-01-01-01-01-16,data/raw/ravdess/video_speech/Video_Speech_Actor_16/Actor_16/02-01-01-01-01-01-16.mp4,0,neutral,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-01-01-01-01-16.npy,5,2048,canonical_02,canonical_02,0.258033,0.137509,0.107367,0.109205,0.096039,0.070371,0.11948,0.101996,0.9620703816413879,0.005270834174007177,0.005112791154533625,0.004715264216065407,0.005003624642267823,0.00528687285259366,0.006163809727877378,0.006376387132331729
01-01-01-01-02-01,train,1,0,neutral,01,01,01,02,03-01-01-01-01-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-01-01-01-02-01.wav,0,neutral,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-01-01-01-02-01.npy,96,02-01-01-01-01-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-01-01-01-02-01.mp4,0,neutral,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-01-01-01-02-01.npy,5,2048,canonical_02,canonical_02,0.247938,0.091307,0.105913,0.097737,0.105657,0.098991,0.112802,0.139654,0.9534305691719055,0.011578790238127112,0.006141478288918733,0.005746968695893884,0.005020424257963896,0.004639426339417696,0.006644805707037449,0.00679754582233727
01-01-01-01-02-02,train,2,0,neutral,01,01,01,02,03-01-01-01-01-02-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-02-02.wav,0,neutral,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-01-01-01-02-02.npy,96,02-01-01-01-01-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-01-01-01-02-02.mp4,0,neutral,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-01-01-01-02-02.npy,5,2048,canonical_02,canonical_02,0.28095,0.108843,0.095472,0.11188,0.116351,0.092358,0.096596,0.097551,0.9561926245689392,0.006589878350496292,0.006019351817667484,0.008122362568974495,0.004956195317208767,0.0050756680779159066,0.007429833337664604,0.00561408344656229
01-01-01-01-02-03,train,3,0,neutral,01,01,01,02,03-01-01-01-01-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-01-02-03.wav,0,neutral,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-01-01-01-02-03.npy,96,02-01-01-01-01-02-03,data/raw/ravdess/video_speech/Video_Speech_Actor_03/Actor_03/02-01-01-01-01-02-03.mp4,0,neutral,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-01-01-01-02-03.npy,5,2048,canonical_02,canonical_02,0.262379,0.126885,0.118868,0.101327,0.122067,0.074621,0.09793,0.095922,0.9617680668830871,0.004190256958827377,0.005260290019214154,0.005720007233321667,0.005485699698328972,0.005261653661727905,0.005607752315700054,0.006706283055245876
01-01-01-01-02-04,train,4,0,neutral,01,01,01,02,03-01-01-01-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-01-02-04.wav,0,neutral,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-01-01-01-02-04.npy,96,02-01-01-01-01-02-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-01-01-01-02-04.mp4,0,neutral,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-01-01-01-02-04.npy,5,2048,canonical_02,canonical_02,0.267416,0.12465,0.102975,0.093077,0.101803,0.083849,0.116954,0.109277,0.9644829034805298,0.006090994458645582,0.00455640722066164,0.003924285294488072,0.004494260856881737,0.004095243709161878,0.006297662761062384,0.006058212649077177
01-01-01-01-02-05,train,5,0,neutral,01,01,01,02,03-01-01-01-01-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-01-01-01-02-05.wav,0,neutral,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-01-01-01-02-05.npy,96,02-01-01-01-01-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-01-01-01-02-05.mp4,0,neutral,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-01-01-01-02-05.npy,5,2048,canonical_02,canonical_02,0.252821,0.133411,0.073559,0.08848,0.134687,0.094382,0.10643,0.116228,0.9580424070358277,0.0053468036465346815,0.005844626296311617,0.010396846197545528,0.004379258444532752,0.004098560335114599,0.00694609247148037,0.0049454038962721825
01-01-01-01-02-06,train,6,0,neutral,01,01,01,02,03-01-01-01-01-02-06,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_06/03-01-01-01-01-02-06.wav,0,neutral,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-01-01-01-02-06.npy,96,02-01-01-01-01-02-06,data/raw/ravdess/video_speech/Video_Speech_Actor_06/Actor_06/02-01-01-01-01-02-06.mp4,0,neutral,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-01-01-01-02-06.npy,5,2048,canonical_02,canonical_02,0.260737,0.094092,0.120938,0.098622,0.102723,0.095265,0.120613,0.107011,0.9518845438957214,0.0063408022746443745,0.007507183961570263,0.006870955415070057,0.004847188293933868,0.006666931323707104,0.007160274405032396,0.008722078893333674
01-01-01-01-02-07,train,7,0,neutral,01,01,01,02,03-01-01-01-01-02-07,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-01-02-07.wav,0,neutral,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-01-01-01-02-07.npy,96,02-01-01-01-01-02-07,data/raw/ravdess/video_speech/Video_Speech_Actor_07/Actor_07/02-01-01-01-01-02-07.mp4,0,neutral,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-01-01-01-02-07.npy,5,2048,canonical_02,canonical_02,0.262353,0.103406,0.131597,0.100826,0.100178,0.096633,0.110399,0.094607,0.9581863284111023,0.006144997663795948,0.004894211050122976,0.007634036988019943,0.004435076052322984,0.005955575034022331,0.006330891605466604,0.006418894324451685
01-01-01-01-02-08,train,8,0,neutral,01,01,01,02,03-01-01-01-01-02-08,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-01-02-08.wav,0,neutral,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-01-01-01-02-08.npy,96,02-01-01-01-01-02-08,data/raw/ravdess/video_speech/Video_Speech_Actor_08/Actor_08/02-01-01-01-01-02-08.mp4,0,neutral,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-01-01-01-02-08.npy,5,2048,canonical_02,canonical_02,0.261803,0.107646,0.072707,0.138724,0.105518,0.082564,0.124547,0.10649,0.9646124005317688,0.003662699507549405,0.004646597942337394,0.006076024658977985,0.004568056156858802,0.0049085046630352736,0.005376112693920731,0.006149600865319372
01-01-01-01-02-09,train,9,0,neutral,01,01,01,02,03-01-01-01-01-02-09,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_09/03-01-01-01-01-02-09.wav,0,neutral,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-01-01-01-02-09.npy,96,02-01-01-01-01-02-09,data/raw/ravdess/video_speech/Video_Speech_Actor_09/Actor_09/02-01-01-01-01-02-09.mp4,0,neutral,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-01-01-01-02-09.npy,5,2048,canonical_02,canonical_02,0.236388,0.140346,0.108967,0.087396,0.112431,0.085543,0.101399,0.12753,0.9636746525764466,0.004750401340425014,0.004653454385697841,0.005225335340946912,0.0035926970187574623,0.004978681495413184,0.005171194858849049,0.007953563053160907
01-01-01-01-02-10,train,10,0,neutral,01,01,01,02,03-01-01-01-01-02-10,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-01-02-10.wav,0,neutral,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-01-01-01-02-10.npy,96,02-01-01-01-01-02-10,data/raw/ravdess/video_speech/Video_Speech_Actor_10/Actor_10/02-01-01-01-01-02-10.mp4,0,neutral,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-01-01-01-02-10.npy,5,2048,canonical_02,canonical_02,0.262822,0.120519,0.098314,0.113523,0.121371,0.064386,0.122581,0.096485,0.9581504464149475,0.005893310811370611,0.006230836175382138,0.005780854169279337,0.004038565419614315,0.0049566499888896946,0.0070599732920527455,0.007889387104660273
01-01-01-01-02-11,train,11,0,neutral,01,01,01,02,03-01-01-01-01-02-11,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-01-02-11.wav,0,neutral,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-01-01-01-02-11.npy,96,02-01-01-01-01-02-11,data/raw/ravdess/video_speech/Video_Speech_Actor_11/Actor_11/02-01-01-01-01-02-11.mp4,0,neutral,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-01-01-01-02-11.npy,5,2048,canonical_02,canonical_02,0.250982,0.124041,0.14206,0.105886,0.080318,0.097818,0.108884,0.090012,0.9523506164550781,0.005274666473269463,0.006665533035993576,0.0068319828249514105,0.007275425549596548,0.006114010885357857,0.007689250819385052,0.007798550464212894
01-01-01-01-02-12,train,12,0,neutral,01,01,01,02,03-01-01-01-01-02-12,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_12/03-01-01-01-01-02-12.wav,0,neutral,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-01-01-01-02-12.npy,96,02-01-01-01-01-02-12,data/raw/ravdess/video_speech/Video_Speech_Actor_12/Actor_12/02-01-01-01-01-02-12.mp4,0,neutral,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-01-01-01-02-12.npy,5,2048,canonical_02,canonical_02,0.263064,0.127581,0.101625,0.114335,0.08598,0.074483,0.122877,0.110057,0.9617964386940002,0.003972080955281854,0.006728710234165191,0.005084918113425374,0.005320751760154963,0.0053269720636308195,0.005720343394204974,0.00604974189773202
01-01-01-01-02-13,train,13,0,neutral,01,01,01,02,03-01-01-01-01-02-13,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_13/03-01-01-01-01-02-13.wav,0,neutral,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-01-01-01-02-13.npy,96,02-01-01-01-01-02-13,data/raw/ravdess/video_speech/Video_Speech_Actor_13/Actor_13/02-01-01-01-01-02-13.mp4,0,neutral,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-01-01-01-02-13.npy,5,2048,canonical_02,canonical_02,0.248096,0.125732,0.111899,0.098336,0.086282,0.078541,0.118047,0.133067,0.9532518029212952,0.0047459396533668045,0.006379958428442478,0.006560688931494951,0.008014508243650197,0.006739892158657312,0.007027019467204809,0.007280175201594829
