av_key,split,actor_id,label_id,label_name,emotion_code,audio_sample_id,audio_path,video_sample_id,video_path,ppg_csv_path
1_17,train,1,4,fearful,fearful,audio_1_17,data/raw/custom/audio/audio_1_17.wav,video_1_17,data/raw/custom/video/video_1_17.mp4,data/raw/custom/ppg/ppg_1_17.csv
1_18,train,1,5,disgust,disgust,audio_1_18,data/raw/custom/audio/audio_1_18.wav,video_1_18,data/raw/custom/video/video_1_18.mp4,data/raw/custom/ppg/ppg_1_18.csv
1_19,train,1,6,surprise,surprise,audio_1_19,data/raw/custom/audio/audio_1_19.wav,video_1_19,data/raw/custom/video/video_1_19.mp4,data/raw/custom/ppg/ppg_1_19.csv
1_20,train,1,7,calm,calm,audio_1_20,data/raw/custom/audio/audio_1_20.wav,video_1_20,data/raw/custom/video/video_1_20.mp4,data/raw/custom/ppg/ppg_1_20.csv
1_21,train,1,0,neutral,neutral,audio_1_21,data/raw/custom/audio/audio_1_21.wav,video_1_21,data/raw/custom/video/video_1_21.mp4,data/raw/custom/ppg/ppg_1_21.csv
1_22,train,1,0,neutral,neutral,audio_1_22,data/raw/custom/audio/audio_1_22.wav,video_1_22,data/raw/custom/video/video_1_22.mp4,data/raw/custom/ppg/ppg_1_22.csv
1_23,train,1,1,happy,happy,audio_1_23,data/raw/custom/audio/audio_1_23.wav,video_1_23,data/raw/custom/video/video_1_23.mp4,data/raw/custom/ppg/ppg_1_23.csv
1_24,train,1,6,surprise,surprise,audio_1_24,data/raw/custom/audio/audio_1_24.wav,video_1_24,data/raw/custom/video/video_1_24.mp4,data/raw/custom/ppg/ppg_1_24.csv
1_25,train,1,2,sad,sad,audio_1_25,data/raw/custom/audio/audio_1_25.wav,video_1_25,data/raw/custom/video/video_1_25.mp4,data/raw/custom/ppg/ppg_1_25.csv
1_26,train,1,3,angry,angry,audio_1_26,data/raw/custom/audio/audio_1_26.wav,video_1_26,data/raw/custom/video/video_1_26.mp4,data/raw/custom/ppg/ppg_1_26.csv
1_27,train,1,4,fearful,fearful,audio_1_27,data/raw/custom/audio/audio_1_27.wav,video_1_27,data/raw/custom/video/video_1_27.mp4,data/raw/custom/ppg/ppg_1_27.csv
1_28,train,1,4,fearful,fearful,audio_1_28,data/raw/custom/audio/audio_1_28.wav,video_1_28,data/raw/custom/video/video_1_28.mp4,data/raw/custom/ppg/ppg_1_28.csv
1_29,train,1,5,disgust,disgust,audio_1_29,data/raw/custom/audio/audio_1_29.wav,video_1_29,data/raw/custom/video/video_1_29.mp4,data/raw/custom/ppg/ppg_1_29.csv
1_30,train,1,5,disgust,disgust,audio_1_30,data/raw/custom/audio/audio_1_30.wav,video_1_30,data/raw/custom/video/video_1_30.mp4,data/raw/custom/ppg/ppg_1_30.csv
1_31,train,1,6,surprise,surprise,audio_1_31,data/raw/custom/audio/audio_1_31.wav,video_1_31,data/raw/custom/video/video_1_31.mp4,data/raw/custom/ppg/ppg_1_31.csv
1_32,train,1,7,calm,calm,audio_1_32,data/raw/custom/audio/audio_1_32.wav,video_1_32,data/raw/custom/video/video_1_32.mp4,data/raw/custom/ppg/ppg_1_32.csv
1_33,train,1,7,calm,calm,audio_1_33,data/raw/custom/audio/audio_1_33.wav,video_1_33,data/raw/custom/video/video_1_33.mp4,data/raw/custom/ppg/ppg_1_33.csv
1_34,train,1,0,neutral,neutral,audio_1_34,data/raw/custom/audio/audio_1_34.wav,video_1_34,data/raw/custom/video/video_1_34.mp4,data/raw/custom/ppg/ppg_1_34.csv
1_35,train,1,1,happy,happy,audio_1_35,data/raw/custom/audio/audio_1_35.wav,video_1_35,data/raw/custom/video/video_1_35.mp4,data/raw/custom/ppg/ppg_1_35.csv
1_36,train,1,2,sad,sad,audio_1_36,data/raw/custom/audio/audio_1_36.wav,video_1_36,data/raw/custom/video/video_1_36.mp4,data/raw/custom/ppg/ppg_1_36.csv
1_37,train,1,2,sad,sad,audio_1_37,data/raw/custom/audio/audio_1_37.wav,video_1_37,data/raw/custom/video/video_1_37.mp4,data/raw/custom/ppg/ppg_1_37.csv
1_38,train,1,3,angry,angry,audio_1_38,data/raw/custom/audio/audio_1_38.wav,video_1_38,data/raw/custom/video/video_1_38.mp4,data/raw/custom/ppg/ppg_1_38.csv
1_39,train,1,6,surprise,surprise,audio_1_39,data/raw/custom/audio/audio_1_39.wav,video_1_39,data/raw/custom/video/video_1_39.mp4,data/raw/custom/ppg/ppg_1_39.csv
1_40,train,1,6,surprise,surprise,audio_1_40,data/raw/custom/audio/audio_1_40.wav,video_1_40,data/raw/custom/video/video_1_40.mp4,data/raw/custom/ppg/ppg_1_40.csv
1_41,train,1,0,neutral,neutral,audio_1_41,data/raw/custom/audio/audio_1_41.wav,video_1_41,data/raw/custom/video/video_1_41.mp4,data/raw/custom/ppg/ppg_1_41.csv
1_42,train,1,3,angry,angry,audio_1_42,data/raw/custom/audio/audio_1_42.wav,video_1_42,data/raw/custom/video/video_1_42.mp4,data/raw/custom/ppg/ppg_1_42.csv
1_43,train,1,4,fearful,fearful,audio_1_43,data/raw/custom/audio/audio_1_43.wav,video_1_43,data/raw/custom/video/video_1_43.mp4,data/raw/custom/ppg/ppg_1_43.csv
1_44,train,1,7,calm,calm,audio_1_44,data/raw/custom/audio/audio_1_44.wav,video_1_44,data/raw/custom/video/video_1_44.mp4,data/raw/custom/ppg/ppg_1_44.csv
1_45,train,1,1,happy,happy,audio_1_45,data/raw/custom/audio/audio_1_45.wav,video_1_45,data/raw/custom/video/video_1_45.mp4,data/raw/custom/ppg/ppg_1_45.csv
1_46,train,1,6,surprise,surprise,audio_1_46,data/raw/custom/audio/audio_1_46.wav,video_1_46,data/raw/custom/video/video_1_46.mp4,data/raw/custom/ppg/ppg_1_46.csv
1_47,train,1,2,sad,sad,audio_1_47,data/raw/custom/audio/audio_1_47.wav,video_1_47,data/raw/custom/video/video_1_47.mp4,data/raw/custom/ppg/ppg_1_47.csv
1_48,train,1,0,neutral,neutral,audio_1_48,data/raw/custom/audio/audio_1_48.wav,video_1_48,data/raw/custom/video/video_1_48.mp4,data/raw/custom/ppg/ppg_1_48.csv
1_49,train,1,3,angry,angry,audio_1_49,data/raw/custom/audio/audio_1_49.wav,video_1_49,data/raw/custom/video/video_1_49.mp4,data/raw/custom/ppg/ppg_1_49.csv
1_50,train,1,0,neutral,neutral,audio_1_50,data/raw/custom/audio/audio_1_50.wav,video_1_50,data/raw/custom/video/video_1_50.mp4,data/raw/custom/ppg/ppg_1_50.csv
2_100,train,2,2,sad,sad,audio_2_50,data/raw/custom/audio/audio_2_50.wav,video_2_50,data/raw/custom/video/video_2_50.mp4,data/raw/custom/ppg/ppg_2_50.csv
2_51,train,2,4,fearful,fearful,audio_2_01,data/raw/custom/audio/audio_2_01.wav,video_2_01,data/raw/custom/video/video_2_01.mp4,data/raw/custom/ppg/ppg_2_01.csv
2_52,train,2,7,calm,calm,audio_2_02,data/raw/custom/audio/audio_2_02.wav,video_2_02,data/raw/custom/video/video_2_02.mp4,data/raw/custom/ppg/ppg_2_02.csv
2_53,train,2,0,neutral,neutral,audio_2_03,data/raw/custom/audio/audio_2_03.wav,video_2_03,data/raw/custom/video/video_2_03.mp4,data/raw/custom/ppg/ppg_2_03.csv
2_54,train,2,4,fearful,fearful,audio_2_04,data/raw/custom/audio/audio_2_04.wav,video_2_04,data/raw/custom/video/video_2_04.mp4,data/raw/custom/ppg/ppg_2_04.csv
2_55,train,2,2,sad,sad,audio_2_05,data/raw/custom/audio/audio_2_05.wav,video_2_05,data/raw/custom/video/video_2_05.mp4,data/raw/custom/ppg/ppg_2_05.csv
2_56,train,2,2,sad,sad,audio_2_06,data/raw/custom/audio/audio_2_06.wav,video_2_06,data/raw/custom/video/video_2_06.mp4,data/raw/custom/ppg/ppg_2_06.csv
2_57,train,2,2,sad,sad,audio_2_07,data/raw/custom/audio/audio_2_07.wav,video_2_07,data/raw/custom/video/video_2_07.mp4,data/raw/custom/ppg/ppg_2_07.csv
2_58,train,2,6,surprise,surprise,audio_2_08,data/raw/custom/audio/audio_2_08.wav,video_2_08,data/raw/custom/video/video_2_08.mp4,data/raw/custom/ppg/ppg_2_08.csv
2_59,train,2,4,fearful,fearful,audio_2_09,data/raw/custom/audio/audio_2_09.wav,video_2_09,data/raw/custom/video/video_2_09.mp4,data/raw/custom/ppg/ppg_2_09.csv
2_60,train,2,3,angry,angry,audio_2_10,data/raw/custom/audio/audio_2_10.wav,video_2_10,data/raw/custom/video/video_2_10.mp4,data/raw/custom/ppg/ppg_2_10.csv
2_61,train,2,0,neutral,neutral,audio_2_11,data/raw/custom/audio/audio_2_11.wav,video_2_11,data/raw/custom/video/video_2_11.mp4,data/raw/custom/ppg/ppg_2_11.csv
2_62,train,2,3,angry,angry,audio_2_12,data/raw/custom/audio/audio_2_12.wav,video_2_12,data/raw/custom/video/video_2_12.mp4,data/raw/custom/ppg/ppg_2_12.csv
2_63,train,2,4,fearful,fearful,audio_2_13,data/raw/custom/audio/audio_2_13.wav,video_2_13,data/raw/custom/video/video_2_13.mp4,data/raw/custom/ppg/ppg_2_13.csv
2_64,train,2,1,happy,happy,audio_2_14,data/raw/custom/audio/audio_2_14.wav,video_2_14,data/raw/custom/video/video_2_14.mp4,data/raw/custom/ppg/ppg_2_14.csv
2_65,train,2,3,angry,angry,audio_2_15,data/raw/custom/audio/audio_2_15.wav,video_2_15,data/raw/custom/video/video_2_15.mp4,data/raw/custom/ppg/ppg_2_15.csv
2_66,train,2,1,happy,happy,audio_2_16,data/raw/custom/audio/audio_2_16.wav,video_2_16,data/raw/custom/video/video_2_16.mp4,data/raw/custom/ppg/ppg_2_16.csv
2_67,train,2,2,sad,sad,audio_2_17,data/raw/custom/audio/audio_2_17.wav,video_2_17,data/raw/custom/video/video_2_17.mp4,data/raw/custom/ppg/ppg_2_17.csv
2_68,train,2,4,fearful,fearful,audio_2_18,data/raw/custom/audio/audio_2_18.wav,video_2_18,data/raw/custom/video/video_2_18.mp4,data/raw/custom/ppg/ppg_2_18.csv
2_69,train,2,0,neutral,neutral,audio_2_19,data/raw/custom/audio/audio_2_19.wav,video_2_19,data/raw/custom/video/video_2_19.mp4,data/raw/custom/ppg/ppg_2_19.csv
2_70,train,2,0,neutral,neutral,audio_2_20,data/raw/custom/audio/audio_2_20.wav,video_2_20,data/raw/custom/video/video_2_20.mp4,data/raw/custom/ppg/ppg_2_20.csv
2_71,train,2,0,neutral,neutral,audio_2_21,data/raw/custom/audio/audio_2_21.wav,video_2_21,data/raw/custom/video/video_2_21.mp4,data/raw/custom/ppg/ppg_2_21.csv
2_72,train,2,0,neutral,neutral,audio_2_22,data/raw/custom/audio/audio_2_22.wav,video_2_22,data/raw/custom/video/video_2_22.mp4,data/raw/custom/ppg/ppg_2_22.csv
2_73,train,2,4,fearful,fearful,audio_2_23,data/raw/custom/audio/audio_2_23.wav,video_2_23,data/raw/custom/video/video_2_23.mp4,data/raw/custom/ppg/ppg_2_23.csv
2_74,train,2,0,neutral,neutral,audio_2_24,data/raw/custom/audio/audio_2_24.wav,video_2_24,data/raw/custom/video/video_2_24.mp4,data/raw/custom/ppg/ppg_2_24.csv
2_75,train,2,1,happy,happy,audio_2_25,data/raw/custom/audio/audio_2_25.wav,video_2_25,data/raw/custom/video/video_2_25.mp4,data/raw/custom/ppg/ppg_2_25.csv
2_76,train,2,4,fearful,fearful,audio_2_26,data/raw/custom/audio/audio_2_26.wav,video_2_26,data/raw/custom/video/video_2_26.mp4,data/raw/custom/ppg/ppg_2_26.csv
2_77,train,2,2,sad,sad,audio_2_27,data/raw/custom/audio/audio_2_27.wav,video_2_27,data/raw/custom/video/video_2_27.mp4,data/raw/custom/ppg/ppg_2_27.csv
2_78,train,2,0,neutral,neutral,audio_2_28,data/raw/custom/audio/audio_2_28.wav,video_2_28,data/raw/custom/video/video_2_28.mp4,data/raw/custom/ppg/ppg_2_28.csv
2_79,train,2,0,neutral,neutral,audio_2_29,data/raw/custom/audio/audio_2_29.wav,video_2_29,data/raw/custom/video/video_2_29.mp4,data/raw/custom/ppg/ppg_2_29.csv
2_80,train,2,0,neutral,neutral,audio_2_30,data/raw/custom/audio/audio_2_30.wav,video_2_30,data/raw/custom/video/video_2_30.mp4,data/raw/custom/ppg/ppg_2_30.csv
2_81,train,2,2,sad,sad,audio_2_31,data/raw/custom/audio/audio_2_31.wav,video_2_31,data/raw/custom/video/video_2_31.mp4,data/raw/custom/ppg/ppg_2_31.csv
2_82,train,2,0,neutral,neutral,audio_2_32,data/raw/custom/audio/audio_2_32.wav,video_2_32,data/raw/custom/video/video_2_32.mp4,data/raw/custom/ppg/ppg_2_32.csv
2_83,train,2,2,sad,sad,audio_2_33,data/raw/custom/audio/audio_2_33.wav,video_2_33,data/raw/custom/video/video_2_33.mp4,data/raw/custom/ppg/ppg_2_33.csv
2_84,train,2,4,fearful,fearful,audio_2_34,data/raw/custom/audio/audio_2_34.wav,video_2_34,data/raw/custom/video/video_2_34.mp4,data/raw/custom/ppg/ppg_2_34.csv
2_85,train,2,2,sad,sad,audio_2_35,data/raw/custom/audio/audio_2_35.wav,video_2_35,data/raw/custom/video/video_2_35.mp4,data/raw/custom/ppg/ppg_2_35.csv
2_86,train,2,0,neutral,neutral,audio_2_36,data/raw/custom/audio/audio_2_36.wav,video_2_36,data/raw/custom/video/video_2_36.mp4,data/raw/custom/ppg/ppg_2_36.csv
2_87,train,2,4,fearful,fearful,audio_2_37,data/raw/custom/audio/audio_2_37.wav,video_2_37,data/raw/custom/video/video_2_37.mp4,data/raw/custom/ppg/ppg_2_37.csv
2_88,train,2,0,neutral,neutral,audio_2_38,data/raw/custom/audio/audio_2_38.wav,video_2_38,data/raw/custom/video/video_2_38.mp4,data/raw/custom/ppg/ppg_2_38.csv
2_89,train,2,4,fearful,fearful,audio_2_39,data/raw/custom/audio/audio_2_39.wav,video_2_39,data/raw/custom/video/video_2_39.mp4,data/raw/custom/ppg/ppg_2_39.csv
2_90,train,2,0,neutral,neutral,audio_2_40,data/raw/custom/audio/audio_2_40.wav,video_2_40,data/raw/custom/video/video_2_40.mp4,data/raw/custom/ppg/ppg_2_40.csv
2_91,train,2,2,sad,sad,audio_2_41,data/raw/custom/audio/audio_2_41.wav,video_2_41,data/raw/custom/video/video_2_41.mp4,data/raw/custom/ppg/ppg_2_41.csv
2_92,train,2,4,fearful,fearful,audio_2_42,data/raw/custom/audio/audio_2_42.wav,video_2_42,data/raw/custom/video/video_2_42.mp4,data/raw/custom/ppg/ppg_2_42.csv
2_93,train,2,4,fearful,fearful,audio_2_43,data/raw/custom/audio/audio_2_43.wav,video_2_43,data/raw/custom/video/video_2_43.mp4,data/raw/custom/ppg/ppg_2_43.csv
2_94,train,2,2,sad,sad,audio_2_44,data/raw/custom/audio/audio_2_44.wav,video_2_44,data/raw/custom/video/video_2_44.mp4,data/raw/custom/ppg/ppg_2_44.csv
2_95,train,2,0,neutral,neutral,audio_2_45,data/raw/custom/audio/audio_2_45.wav,video_2_45,data/raw/custom/video/video_2_45.mp4,data/raw/custom/ppg/ppg_2_45.csv
2_96,train,2,2,sad,sad,audio_2_46,data/raw/custom/audio/audio_2_46.wav,video_2_46,data/raw/custom/video/video_2_46.mp4,data/raw/custom/ppg/ppg_2_46.csv
2_97,train,2,0,neutral,neutral,audio_2_47,data/raw/custom/audio/audio_2_47.wav,video_2_47,data/raw/custom/video/video_2_47.mp4,data/raw/custom/ppg/ppg_2_47.csv
2_98,train,2,2,sad,sad,audio_2_48,data/raw/custom/audio/audio_2_48.wav,video_2_48,data/raw/custom/video/video_2_48.mp4,data/raw/custom/ppg/ppg_2_48.csv
2_99,train,2,0,neutral,neutral,audio_2_49,data/raw/custom/audio/audio_2_49.wav,video_2_49,data/raw/custom/video/video_2_49.mp4,data/raw/custom/ppg/ppg_2_49.csv
