av_key,sample_id,stem,video_path,actor_id,split,emotion_code,label_id,label_name,intensity_code,statement_code,repetition_code,sequence_video_id,sequence_video_id_source,sequence_path,sequence_num_frames,sequence_feature_dim,prediction_video_id,prediction_video_id_source,prediction_frame_count,pred_id,pred_name,prob_neutral,prob_calm,prob_happy,prob_sad,prob_angry,prob_fearful,prob_disgust,prob_surprise,has_sequence,has_prediction,late_fusion_ready,artifact_status
1_11,video_1_11,video_1_11,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_11.mp4,1,train,05,4,angry,01,01,01,video_1_11,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_11.npy,5,2048,video_1_11,custom_inference,5,0,neutral,0.39393118023872375,0.05119515582919121,0.06583543121814728,0.07043943554162979,0.26984214782714844,0.023509258404374123,0.0635051503777504,0.06174226850271225,1,1,1,complete
1_12,video_1_12,video_1_12,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_12.mp4,1,train,06,5,fearful,01,01,01,video_1_12,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_12.npy,5,2048,video_1_12,custom_inference,5,0,neutral,0.49804219603538513,0.03888357803225517,0.0533825159072876,0.053462762385606766,0.20184704661369324,0.021773219108581543,0.047322578728199005,0.08528612554073334,1,1,1,complete
1_13,video_1_13,video_1_13,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_13.mp4,1,train,08,7,surprise,01,01,01,video_1_13,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_13.npy,5,2048,video_1_13,custom_inference,5,0,neutral,0.48680734634399414,0.039817698299884796,0.058582257479429245,0.16399875283241272,0.10035474598407745,0.01725233532488346,0.06255924701690674,0.07062757015228271,1,1,1,complete
1_14,video_1_14,video_1_14,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_14.mp4,1,train,02,1,calm,01,01,01,video_1_14,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_14.npy,5,2048,video_1_14,custom_inference,5,0,neutral,0.3681923449039459,0.0491456463932991,0.08254708349704742,0.09224548190832138,0.24648745357990265,0.023882627487182617,0.07901398092508316,0.05848538875579834,1,1,1,complete
1_15,video_1_15,video_1_15,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_15.mp4,1,train,02,1,calm,01,01,01,video_1_15,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_15.npy,5,2048,video_1_15,custom_inference,5,0,neutral,0.244044229388237,0.05274419113993645,0.12460049241781235,0.17764469981193542,0.17150691151618958,0.02587539330124855,0.0854158103466034,0.11816829442977905,1,1,1,complete
1_16,video_1_16,video_1_16,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_16.mp4,1,train,05,4,angry,01,01,01,video_1_16,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_16.npy,5,2048,video_1_16,custom_inference,5,4,angry,0.28882384300231934,0.03685475140810013,0.07783617824316025,0.07944152504205704,0.3292384147644043,0.02215525321662426,0.07132593542337418,0.09432406723499298,1,1,1,complete
1_17,video_1_17,video_1_17,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_17.mp4,1,train,05,4,angry,01,01,01,video_1_17,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_17.npy,5,2048,video_1_17,custom_inference,5,0,neutral,0.37778499722480774,0.048603206872940063,0.06356796622276306,0.08166022598743439,0.24006187915802002,0.024242114275693893,0.055291395634412766,0.10878826677799225,1,1,1,complete
1_18,video_1_18,video_1_18,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_18.mp4,1,train,06,5,fearful,01,01,01,video_1_18,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_18.npy,5,2048,video_1_18,custom_inference,5,0,neutral,0.3337053656578064,0.034252315759658813,0.06675595790147781,0.08906853199005127,0.2844443917274475,0.02095567062497139,0.06528173387050629,0.10553602874279022,1,1,1,complete
1_19,video_1_19,video_1_19,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_19.mp4,1,train,07,6,disgust,01,01,01,video_1_19,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_19.npy,5,2048,video_1_19,custom_inference,5,4,angry,0.2794351875782013,0.045744333416223526,0.0856880322098732,0.10721881687641144,0.3118269145488739,0.02322523109614849,0.05833437293767929,0.08852707594633102,1,1,1,complete
1_20,video_1_20,video_1_20,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_20.mp4,1,train,08,7,surprise,01,01,01,video_1_20,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_20.npy,5,2048,video_1_20,custom_inference,5,0,neutral,0.22894009947776794,0.06296657025814056,0.1118609756231308,0.14395566284656525,0.1788598597049713,0.030972212553024292,0.07400195300579071,0.16844269633293152,1,1,1,complete
1_21,video_1_21,video_1_21,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_21.mp4,1,train,01,0,neutral,01,01,01,video_1_21,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_21.npy,5,2048,video_1_21,custom_inference,5,4,angry,0.2558954656124115,0.044628918170928955,0.0803869217634201,0.08629059791564941,0.32683712244033813,0.028802385553717613,0.08405719697475433,0.093101367354393,1,1,1,complete
1_22,video_1_22,video_1_22,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_22.mp4,1,train,01,0,neutral,01,01,01,video_1_22,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_22.npy,5,2048,video_1_22,custom_inference,5,0,neutral,0.39933261275291443,0.033191513270139694,0.07104257494211197,0.10933224111795425,0.21873745322227478,0.01856393925845623,0.059540826827287674,0.09025883674621582,1,1,1,complete
1_23,video_1_23,video_1_23,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_23.mp4,1,train,02,1,calm,01,01,01,video_1_23,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_23.npy,5,2048,video_1_23,custom_inference,5,0,neutral,0.2936866581439972,0.0756959542632103,0.08661209046840668,0.09794384986162186,0.23853912949562073,0.052326351404190063,0.091525137424469,0.06367082893848419,1,1,1,complete
1_24,video_1_24,video_1_24,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_24.mp4,1,train,07,6,disgust,01,01,01,video_1_24,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_24.npy,5,2048,video_1_24,custom_inference,5,0,neutral,0.5346770286560059,0.04795030504465103,0.04127617925405502,0.0899609848856926,0.1304101198911667,0.028050977736711502,0.04425083473324776,0.08342362195253372,1,1,1,complete
1_25,video_1_25,video_1_25,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_25.mp4,1,train,03,2,happy,01,01,01,video_1_25,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_25.npy,5,2048,video_1_25,custom_inference,5,0,neutral,0.4324555993080139,0.05250157043337822,0.04156527295708656,0.05051891878247261,0.29319053888320923,0.02627795934677124,0.04494055360555649,0.05854962021112442,1,1,1,complete
1_26,video_1_26,video_1_26,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_26.mp4,1,train,04,3,sad,01,01,01,video_1_26,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_26.npy,5,2048,video_1_26,custom_inference,5,0,neutral,0.40433040261268616,0.04011274501681328,0.03494008257985115,0.040147565305233,0.3797912001609802,0.026555249467492104,0.028863638639450073,0.04525921866297722,1,1,1,complete
1_27,video_1_27,video_1_27,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_27.mp4,1,train,05,4,angry,01,01,01,video_1_27,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_27.npy,5,2048,video_1_27,custom_inference,5,0,neutral,0.4299427568912506,0.04945819824934006,0.04495273157954216,0.11198482662439346,0.21391093730926514,0.030389998108148575,0.051265306770801544,0.06809519976377487,1,1,1,complete
1_28,video_1_28,video_1_28,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_28.mp4,1,train,05,4,angry,01,01,01,video_1_28,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_28.npy,5,2048,video_1_28,custom_inference,5,0,neutral,0.45109477639198303,0.061421383172273636,0.04740830510854721,0.07933145016431808,0.18628832697868347,0.031778089702129364,0.058503855019807816,0.08417385071516037,1,1,1,complete
1_29,video_1_29,video_1_29,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_29.mp4,1,train,06,5,fearful,01,01,01,video_1_29,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_29.npy,5,2048,video_1_29,custom_inference,5,0,neutral,0.5786833763122559,0.06093903258442879,0.052737556397914886,0.0319739393889904,0.1790820211172104,0.011562887579202652,0.02879483625292778,0.05622630566358566,1,1,1,complete
1_30,video_1_30,video_1_30,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_30.mp4,1,train,06,5,fearful,01,01,01,video_1_30,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_30.npy,5,2048,video_1_30,custom_inference,5,0,neutral,0.47199034690856934,0.05529079958796501,0.07991019636392593,0.038033999502658844,0.261524498462677,0.013634326867759228,0.030727380886673927,0.048888467252254486,1,1,1,complete
1_31,video_1_31,video_1_31,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_31.mp4,1,train,07,6,disgust,01,01,01,video_1_31,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_31.npy,5,2048,video_1_31,custom_inference,5,0,neutral,0.43388909101486206,0.06530929356813431,0.04003408923745155,0.03136789798736572,0.3473782241344452,0.010975964367389679,0.027063976973295212,0.04398147389292717,1,1,1,complete
1_32,video_1_32,video_1_32,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_32.mp4,1,train,08,7,surprise,01,01,01,video_1_32,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_32.npy,5,2048,video_1_32,custom_inference,5,0,neutral,0.5576818585395813,0.054218728095293045,0.04124066233634949,0.025497760623693466,0.23558838665485382,0.011265752837061882,0.02497190237045288,0.04953498765826225,1,1,1,complete
1_33,video_1_33,video_1_33,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_33.mp4,1,train,08,7,surprise,01,01,01,video_1_33,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_33.npy,5,2048,video_1_33,custom_inference,5,0,neutral,0.5581153631210327,0.04786122590303421,0.04217592254281044,0.0253978930413723,0.21824097633361816,0.00894591398537159,0.024044398218393326,0.07521834224462509,1,1,1,complete
1_34,video_1_34,video_1_34,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_34.mp4,1,train,01,0,neutral,01,01,01,video_1_34,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_34.npy,5,2048,video_1_34,custom_inference,5,0,neutral,0.6230212450027466,0.054453425109386444,0.028910303488373756,0.028439557179808617,0.1815711408853531,0.009315158240497112,0.0244116373360157,0.04987753555178642,1,1,1,complete
1_35,video_1_35,video_1_35,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_35.mp4,1,train,02,1,calm,01,01,01,video_1_35,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_35.npy,5,2048,video_1_35,custom_inference,5,0,neutral,0.6353802680969238,0.03910922259092331,0.04177973419427872,0.030899684876203537,0.18986842036247253,0.008463447913527489,0.022363271564245224,0.03213588520884514,1,1,1,complete
1_36,video_1_36,video_1_36,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_36.mp4,1,train,03,2,happy,01,01,01,video_1_36,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_36.npy,5,2048,video_1_36,custom_inference,5,0,neutral,0.6886330842971802,0.03566386550664902,0.027641166001558304,0.023339616134762764,0.14666356146335602,0.007207649294286966,0.01803787611424923,0.05281317979097366,1,1,1,complete
1_37,video_1_37,video_1_37,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_37.mp4,1,train,03,2,happy,01,01,01,video_1_37,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_37.npy,5,2048,video_1_37,custom_inference,5,0,neutral,0.7304149866104126,0.02577768824994564,0.028150472790002823,0.018418816849589348,0.13781186938285828,0.007378573063760996,0.016755368560552597,0.03529220074415207,1,1,1,complete
1_38,video_1_38,video_1_38,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_38.mp4,1,train,04,3,sad,01,01,01,video_1_38,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_38.npy,5,2048,video_1_38,custom_inference,5,0,neutral,0.7121425867080688,0.04196356609463692,0.03094976209104061,0.026990413665771484,0.12102210521697998,0.007322725839912891,0.021854232996702194,0.03775458782911301,1,1,1,complete
1_39,video_1_39,video_1_39,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_39.mp4,1,train,07,6,disgust,01,01,01,video_1_39,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_39.npy,5,2048,video_1_39,custom_inference,5,0,neutral,0.7508227229118347,0.030676472932100296,0.03744857758283615,0.018273476511240005,0.08906276524066925,0.0073058633133769035,0.021730033680796623,0.044680070132017136,1,1,1,complete
1_40,video_1_40,video_1_40,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_40.mp4,1,train,07,6,disgust,01,01,01,video_1_40,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_40.npy,5,2048,video_1_40,custom_inference,5,0,neutral,0.45548468828201294,0.05244426056742668,0.06589159369468689,0.027734985575079918,0.2872539162635803,0.010703261010348797,0.025135695934295654,0.0753515362739563,1,1,1,complete
1_41,video_1_41,video_1_41,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_41.mp4,1,train,01,0,neutral,01,01,01,video_1_41,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_41.npy,5,2048,video_1_41,custom_inference,5,0,neutral,0.5603235363960266,0.02739058993756771,0.03778938204050064,0.018873874098062515,0.29429417848587036,0.006330737378448248,0.016557414084672928,0.0384402759373188,1,1,1,complete
1_42,video_1_42,video_1_42,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_42.mp4,1,train,04,3,sad,01,01,01,video_1_42,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_42.npy,5,2048,video_1_42,custom_inference,5,0,neutral,0.4795987606048584,0.05587654560804367,0.05318238586187363,0.02385290525853634,0.30695757269859314,0.008611093275249004,0.021819639950990677,0.05010110139846802,1,1,1,complete
1_43,video_1_43,video_1_43,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_43.mp4,1,train,05,4,angry,01,01,01,video_1_43,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_43.npy,5,2048,video_1_43,custom_inference,5,0,neutral,0.8270853757858276,0.01675436459481716,0.026819515973329544,0.0162370465695858,0.06352294981479645,0.0056797778233885765,0.016323860734701157,0.02757718227803707,1,1,1,complete
1_44,video_1_44,video_1_44,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_44.mp4,1,train,08,7,surprise,01,01,01,video_1_44,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_44.npy,5,2048,video_1_44,custom_inference,5,0,neutral,0.7235755920410156,0.0297662615776062,0.033295996487140656,0.021594304591417313,0.1424298733472824,0.005957993678748608,0.01589844934642315,0.027481580153107643,1,1,1,complete
1_45,video_1_45,video_1_45,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_45.mp4,1,train,02,1,calm,01,01,01,video_1_45,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_45.npy,5,2048,video_1_45,custom_inference,5,0,neutral,0.7385896444320679,0.03210681304335594,0.030258651822805405,0.02440687268972397,0.09217460453510284,0.007038496434688568,0.020572416484355927,0.054852455854415894,1,1,1,complete
1_46,video_1_46,video_1_46,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_46.mp4,1,train,07,6,disgust,01,01,01,video_1_46,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_46.npy,5,2048,video_1_46,custom_inference,5,0,neutral,0.8169573545455933,0.02701474167406559,0.030971262603998184,0.01695701666176319,0.046637434512376785,0.005516920238733292,0.019262278452515602,0.03668300434947014,1,1,1,complete
1_47,video_1_47,video_1_47,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_47.mp4,1,train,03,2,happy,01,01,01,video_1_47,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_47.npy,5,2048,video_1_47,custom_inference,5,0,neutral,0.7654983401298523,0.03701432794332504,0.029009774327278137,0.02017456851899624,0.07567546516656876,0.006765951402485371,0.02035490982234478,0.04550667852163315,1,1,1,complete
1_48,video_1_48,video_1_48,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_48.mp4,1,train,01,0,neutral,01,01,01,video_1_48,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_48.npy,5,2048,video_1_48,custom_inference,5,0,neutral,0.7393180727958679,0.03310920670628548,0.03419627994298935,0.0187264122068882,0.09466413408517838,0.007302597165107727,0.020832017064094543,0.05185135081410408,1,1,1,complete
1_49,video_1_49,video_1_49,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_49.mp4,1,train,04,3,sad,01,01,01,video_1_49,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_49.npy,5,2048,video_1_49,custom_inference,5,0,neutral,0.7472590804100037,0.028984421864151955,0.030262401327490807,0.016395987942814827,0.11593179404735565,0.005959370173513889,0.018521705642342567,0.03668522089719772,1,1,1,complete
1_50,video_1_50,video_1_50,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_50.mp4,1,train,01,0,neutral,01,01,01,video_1_50,custom_inference,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_50.npy,5,2048,video_1_50,custom_inference,5,0,neutral,0.6855542063713074,0.05316542461514473,0.03528859466314316,0.020583167672157288,0.14127865433692932,0.007364937104284763,0.020799975842237473,0.035964950919151306,1,1,1,complete
