av_key,sample_id,stem,video_path,actor_id,split,emotion_code,label_id,label_name,intensity_code,statement_code,repetition_code,sequence_video_id,sequence_video_id_source,sequence_path,sequence_num_frames,sequence_feature_dim,prediction_video_id,prediction_video_id_source,prediction_frame_count,pred_id,pred_name,prob_neutral,prob_calm,prob_happy,prob_sad,prob_angry,prob_fearful,prob_disgust,prob_surprise,has_sequence,has_prediction,late_fusion_ready,artifact_status
01-02-02-02-01-01,02-01-02-02-02-01-01,02-01-02-02-02-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-02-02-02-01-01.mp4,1,train,02,1,calm,02,02,01,02-01-02-02-02-01-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-02-02-02-01-01.npy,5,2048,02-01-02-02-02-01-01,canonical_02,5,1,calm,0.021967034414410593,0.8974972844123841,0.013423352874815464,0.012848751619458199,0.012630457058548927,0.01091453842818737,0.01460657138377428,0.01611201521009207,1,1,1,complete
01-02-02-02-02-01,02-01-02-02-02-02-01,02-01-02-02-02-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-02-02-02-02-01.mp4,1,train,02,1,calm,02,02,02,02-01-02-02-02-02-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-02-02-02-02-01.npy,5,2048,02-01-02-02-02-02-01,canonical_02,5,1,calm,0.022058338299393652,0.9034734249114991,0.010247329622507096,0.011253368388861418,0.012081853020936251,0.010496793314814568,0.014048493653535842,0.01634041266515851,1,1,1,complete
01-03-01-01-01-01,02-01-03-01-01-01-01,02-01-03-01-01-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-03-01-01-01-01.mp4,1,train,03,2,happy,01,01,01,02-01-03-01-01-01-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-03-01-01-01-01.npy,5,2048,02-01-03-01-01-01-01,canonical_02,5,2,happy,0.020265616476535797,0.06876732632517815,0.8523751616477966,0.012188010104000568,0.01126122297719121,0.010867936257272958,0.010907979402691125,0.013366766832768917,1,1,1,complete
01-03-01-01-02-01,02-01-03-01-01-02-01,02-01-03-01-01-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-03-01-01-02-01.mp4,1,train,03,2,happy,01,01,02,02-01-03-01-01-02-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-03-01-01-02-01.npy,5,2048,02-01-03-01-01-02-01,canonical_02,5,2,happy,0.021782178431749344,0.023890944942831994,0.8976454973220825,0.010640239715576172,0.0111780172213912,0.009922229312360286,0.013424042612314224,0.011516835540533066,1,1,1,complete
01-03-01-02-01-01,02-01-03-01-02-01-01,02-01-03-01-02-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-03-01-02-01-01.mp4,1,train,03,2,happy,01,02,01,02-01-03-01-02-01-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-03-01-02-01-01.npy,5,2048,02-01-03-01-02-01-01,canonical_02,5,2,happy,0.019121865369379522,0.026420537009835245,0.8840511083602905,0.013900849781930447,0.013082598894834518,0.00953179383650422,0.014764128532260657,0.01912713758647442,1,1,1,complete
01-03-01-02-02-01,02-01-03-01-02-02-01,02-01-03-01-02-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-03-01-02-02-01.mp4,1,train,03,2,happy,01,02,02,02-01-03-01-02-02-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-03-01-02-02-01.npy,5,2048,02-01-03-01-02-02-01,canonical_02,5,2,happy,0.023492830246686934,0.06605621967464685,0.8491081357002258,0.011443153396248818,0.01318444348871708,0.01173509806394577,0.012139207683503628,0.01284088846296072,1,1,1,complete
01-03-02-01-01-01,02-01-03-02-01-01-01,02-01-03-02-01-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-03-02-01-01-01.mp4,1,train,03,2,happy,02,01,01,02-01-03-02-01-01-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-03-02-01-01-01.npy,5,2048,02-01-03-02-01-01-01,canonical_02,5,2,happy,0.017184099927544595,0.011314875539392233,0.924920403957367,0.010450357757508754,0.008877858892083168,0.00918132159858942,0.009504362009465694,0.008566721621900798,1,1,1,complete
01-03-02-01-02-01,02-01-03-02-01-02-01,02-01-03-02-01-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-03-02-01-02-01.mp4,1,train,03,2,happy,02,01,02,02-01-03-02-01-02-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-03-02-01-02-01.npy,5,2048,02-01-03-02-01-02-01,canonical_02,5,2,happy,0.01668021623045206,0.01177524756640196,0.9223567962646484,0.009762757550925016,0.008455956913530826,0.009781351312994957,0.010246814601123333,0.010940822213888169,1,1,1,complete
01-03-02-02-01-01,02-01-03-02-02-01-01,02-01-03-02-02-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-03-02-02-01-01.mp4,1,train,03,2,happy,02,02,01,02-01-03-02-02-01-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-03-02-02-01-01.npy,5,2048,02-01-03-02-02-01-01,canonical_02,5,2,happy,0.016695306263864042,0.011608010251075029,0.9230292677879334,0.009216979704797268,0.008344000950455666,0.008566425275057554,0.010624304600059985,0.011915686912834645,1,1,1,complete
01-03-02-02-02-01,02-01-03-02-02-02-01,02-01-03-02-02-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-03-02-02-02-01.mp4,1,train,03,2,happy,02,02,02,02-01-03-02-02-02-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-03-02-02-02-01.npy,5,2048,02-01-03-02-02-02-01,canonical_02,5,2,happy,0.01719575859606266,0.009574853349477053,0.9170441031455994,0.007661721762269735,0.009336191043257714,0.014784229919314384,0.010774530097842216,0.01362864039838314,1,1,1,complete
01-04-01-01-01-01,02-01-04-01-01-01-01,02-01-04-01-01-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-04-01-01-01-01.mp4,1,train,04,3,sad,01,01,01,02-01-04-01-01-01-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-04-01-01-01-01.npy,5,2048,02-01-04-01-01-01-01,canonical_02,5,3,sad,0.01831161081790924,0.014119436126202345,0.010685048718005418,0.8069466531276703,0.025120252184569834,0.009154695738106965,0.01673632338643074,0.09892597123980522,1,1,1,complete
01-04-01-01-02-01,02-01-04-01-01-02-01,02-01-04-01-01-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-04-01-01-02-01.mp4,1,train,04,3,sad,01,01,02,02-01-04-01-01-02-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-04-01-01-02-01.npy,5,2048,02-01-04-01-01-02-01,canonical_02,5,3,sad,0.01862493623048067,0.012908302992582322,0.008985481830313802,0.9165517091751099,0.009346339851617813,0.0054900511400774125,0.012812952790409327,0.015280226152390242,1,1,1,complete
01-04-01-02-01-01,02-01-04-01-02-01-01,02-01-04-01-02-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-04-01-02-01-01.mp4,1,train,04,3,sad,01,02,01,02-01-04-01-02-01-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-04-01-02-01-01.npy,5,2048,02-01-04-01-02-01-01,canonical_02,5,3,sad,0.014763869345188141,0.007173749431967735,0.007406919170171023,0.9433400273323059,0.007667288649827242,0.00453883889131248,0.009143966902047395,0.0059653481934219595,1,1,1,complete
01-04-01-02-02-01,02-01-04-01-02-02-01,02-01-04-01-02-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-04-01-02-02-01.mp4,1,train,04,3,sad,01,02,02,02-01-04-01-02-02-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-04-01-02-02-01.npy,5,2048,02-01-04-01-02-02-01,canonical_02,5,3,sad,0.013374639675021172,0.014389929175376893,0.010373937152326106,0.9200863003730774,0.009371892455965281,0.006225141976028681,0.015352981351315974,0.010825185477733612,1,1,1,complete
01-04-02-01-01-01,02-01-04-02-01-01-01,02-01-04-02-01-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-04-02-01-01-01.mp4,1,train,04,3,sad,02,01,01,02-01-04-02-01-01-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-04-02-01-01-01.npy,5,2048,02-01-04-02-01-01-01,canonical_02,5,3,sad,0.015544066205620766,0.00781131936237216,0.00743888234719634,0.9297036290168762,0.006817482598125935,0.006414436642080546,0.01584709184244275,0.010423109866678715,1,1,1,complete
01-04-02-01-02-01,02-01-04-02-01-02-01,02-01-04-02-01-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-04-02-01-02-01.mp4,1,train,04,3,sad,02,01,02,02-01-04-02-01-02-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-04-02-01-02-01.npy,5,2048,02-01-04-02-01-02-01,canonical_02,5,3,sad,0.015116943791508675,0.009693515300750733,0.008735305815935134,0.9294376015663147,0.008783548790961503,0.004940216569229961,0.01209530308842659,0.01119758477434516,1,1,1,complete
01-04-02-02-01-01,02-01-04-02-02-01-01,02-01-04-02-02-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-04-02-02-01-01.mp4,1,train,04,3,sad,02,02,01,02-01-04-02-02-01-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-04-02-02-01-01.npy,5,2048,02-01-04-02-02-01-01,canonical_02,5,3,sad,0.01591994669288397,0.010827710758894682,0.009331113658845425,0.9193642735481262,0.011030894331634044,0.005332437995821238,0.01120371064171195,0.01698990473523736,1,1,1,complete
01-04-02-02-02-01,02-01-04-02-02-02-01,02-01-04-02-02-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-04-02-02-02-01.mp4,1,train,04,3,sad,02,02,02,02-01-04-02-02-02-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-04-02-02-02-01.npy,5,2048,02-01-04-02-02-02-01,canonical_02,5,3,sad,0.01345875859260559,0.00901198321953416,0.009215275757014751,0.9375162720680237,0.008366814255714417,0.006681440118700266,0.007669810950756073,0.008079618215560913,1,1,1,complete
01-05-01-01-01-01,02-01-05-01-01-01-01,02-01-05-01-01-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-05-01-01-01-01.mp4,1,train,05,4,angry,01,01,01,02-01-05-01-01-01-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-05-01-01-01-01.npy,5,2048,02-01-05-01-01-01-01,canonical_02,5,4,angry,0.02374238856136799,0.010421572718769312,0.010788545664399862,0.014239112939685583,0.9011272549629211,0.02254007486626506,0.010521074291318655,0.006619966169819236,1,1,1,complete
01-05-01-01-02-01,02-01-05-01-01-02-01,02-01-05-01-01-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-05-01-01-02-01.mp4,1,train,05,4,angry,01,01,02,02-01-05-01-01-02-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-05-01-01-02-01.npy,5,2048,02-01-05-01-01-02-01,canonical_02,5,4,angry,0.02011816706508398,0.008479373063892126,0.008513893373310566,0.012964745983481407,0.9201153516769409,0.015004760446026921,0.008291483111679553,0.006512235174886883,1,1,1,complete
01-05-01-02-01-01,02-01-05-01-02-01-01,02-01-05-01-02-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-05-01-02-01-01.mp4,1,train,05,4,angry,01,02,01,02-01-05-01-02-01-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-05-01-02-01-01.npy,5,2048,02-01-05-01-02-01-01,canonical_02,5,4,angry,0.01728434432297945,0.009951325412839652,0.011122146807610988,0.013939380180090666,0.9189690828323365,0.007445802818983794,0.014791002497076988,0.006496865721419454,1,1,1,complete
01-05-01-02-02-01,02-01-05-01-02-02-01,02-01-05-01-02-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-05-01-02-02-01.mp4,1,train,05,4,angry,01,02,02,02-01-05-01-02-02-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-05-01-02-02-01.npy,5,2048,02-01-05-01-02-02-01,canonical_02,5,4,angry,0.01310836598277092,0.006653817556798458,0.007189651392400265,0.008782573323696852,0.9478575944900512,0.005713399825617671,0.006641482003033161,0.0040530946105718614,1,1,1,complete
01-05-02-01-01-01,02-01-05-02-01-01-01,02-01-05-02-01-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-05-02-01-01-01.mp4,1,train,05,4,angry,02,01,01,02-01-05-02-01-01-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-05-02-01-01-01.npy,5,2048,02-01-05-02-01-01-01,canonical_02,5,4,angry,0.02178110182285309,0.015606619231402875,0.00997176142409444,0.017063989117741585,0.8302407383918762,0.049261610768735406,0.01684068962931633,0.03923347499221563,1,1,1,complete
01-05-02-01-02-01,02-01-05-02-01-02-01,02-01-05-02-01-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-05-02-01-02-01.mp4,1,train,05,4,angry,02,01,02,02-01-05-02-01-02-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-05-02-01-02-01.npy,5,2048,02-01-05-02-01-02-01,canonical_02,5,4,angry,0.021724372170865536,0.010694283805787564,0.009136312082409859,0.009259372297674418,0.913860273361206,0.010034987423568963,0.013881423603743314,0.011409001424908638,1,1,1,complete
01-05-02-02-01-01,02-01-05-02-02-01-01,02-01-05-02-02-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-05-02-02-01-01.mp4,1,train,05,4,angry,02,02,01,02-01-05-02-02-01-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-05-02-02-01-01.npy,5,2048,02-01-05-02-02-01-01,canonical_02,5,4,angry,0.02072810009121895,0.009586913883686066,0.009909780696034431,0.00908484673127532,0.9153010964393615,0.01071630958467722,0.012712123803794384,0.011960807628929615,1,1,1,complete
01-05-02-02-02-01,02-01-05-02-02-02-01,02-01-05-02-02-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-05-02-02-02-01.mp4,1,train,05,4,angry,02,02,02,02-01-05-02-02-02-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-05-02-02-02-01.npy,5,2048,02-01-05-02-02-02-01,canonical_02,5,4,angry,0.016932189650833606,0.010796055477112532,0.008643295988440514,0.008589411899447442,0.9270159482955933,0.009375956933945417,0.010832869634032249,0.007814288418740035,1,1,1,complete
01-06-01-01-01-01,02-01-06-01-01-01-01,02-01-06-01-01-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-06-01-01-01-01.mp4,1,train,06,5,fearful,01,01,01,02-01-06-01-01-01-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-06-01-01-01-01.npy,5,2048,02-01-06-01-01-01-01,canonical_02,5,5,fearful,0.01593618430197239,0.007446560077369213,0.006948909722268581,0.009270633198320865,0.005628160852938891,0.9393258690834045,0.010041905660182237,0.0054017770104110244,1,1,1,complete
01-06-01-01-02-01,02-01-06-01-01-02-01,02-01-06-01-01-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-06-01-01-02-01.mp4,1,train,06,5,fearful,01,01,02,02-01-06-01-01-02-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-06-01-01-02-01.npy,5,2048,02-01-06-01-01-02-01,canonical_02,5,5,fearful,0.013422977924346925,0.008871861174702645,0.008191321045160294,0.014320868626236915,0.005721192900091409,0.9374997854232788,0.007548048626631498,0.004423983534798026,1,1,1,complete
01-06-01-02-01-01,02-01-06-01-02-01-01,02-01-06-01-02-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-06-01-02-01-01.mp4,1,train,06,5,fearful,01,02,01,02-01-06-01-02-01-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-06-01-02-01-01.npy,5,2048,02-01-06-01-02-01-01,canonical_02,5,5,fearful,0.01561534870415926,0.007964216638356447,0.00606581075116992,0.00616490077227354,0.007150351535528898,0.9433816313743592,0.0073868812993168834,0.006270832382142544,1,1,1,complete
01-06-01-02-02-01,02-01-06-01-02-02-01,02-01-06-01-02-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-06-01-02-02-01.mp4,1,train,06,5,fearful,01,02,02,02-01-06-01-02-02-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-06-01-02-02-01.npy,5,2048,02-01-06-01-02-02-01,canonical_02,5,5,fearful,0.023225318640470505,0.010741611383855343,0.010046494007110596,0.018662587366998197,0.01013496732339263,0.9071798205375672,0.011079171299934387,0.008930044993758202,1,1,1,complete
01-06-02-01-01-01,02-01-06-02-01-01-01,02-01-06-02-01-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-06-02-01-01-01.mp4,1,train,06,5,fearful,02,01,01,02-01-06-02-01-01-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-06-02-01-01-01.npy,5,2048,02-01-06-02-01-01-01,canonical_02,5,5,fearful,0.013902222923934459,0.006113099679350853,0.006296557933092117,0.015460249548777939,0.004621594399213791,0.9376750469207764,0.008191348519176245,0.007739917328581214,1,1,1,complete
01-06-02-01-02-01,02-01-06-02-01-02-01,02-01-06-02-01-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-06-02-01-02-01.mp4,1,train,06,5,fearful,02,01,02,02-01-06-02-01-02-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-06-02-01-02-01.npy,5,2048,02-01-06-02-01-02-01,canonical_02,5,5,fearful,0.014469433575868607,0.006390331871807575,0.007412866409868002,0.005660753417760134,0.014319843100383877,0.9365245819091796,0.008904397394508124,0.0063177847769111395,1,1,1,complete
01-06-02-02-01-01,02-01-06-02-02-01-01,02-01-06-02-02-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-06-02-02-01-01.mp4,1,train,06,5,fearful,02,02,01,02-01-06-02-02-01-01,canonical_02,/home/tonyhe/ravdess_avfusion/external/video_face_branch/early_fusion_facial_v2/fusion_pack_5f/sequences/02-01-06-02-02-01-01.npy,5,2048,02-01-06-02-02-01-01,canonical_02,5,5,fearful,0.014320224337279797,0.0069307942874729635,0.006505897361785173,0.005138498917222023,0.006759713217616081,0.9467474937438964,0.007153716124594212,0.006443668156862259,1,1,1,complete
