av_key,split,actor_id,label_id,label_name,emotion_code,audio_sample_id,audio_path,video_sample_id,video_path
01-03-02-02-02-01,train,1,2,happy,03,03-01-03-02-02-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-02-02-01.wav,02-01-03-02-02-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-03-02-02-02-01.mp4
01-04-01-01-01-01,train,1,3,sad,04,03-01-04-01-01-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-01-01-01.wav,02-01-04-01-01-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-04-01-01-01-01.mp4
01-04-01-01-02-01,train,1,3,sad,04,03-01-04-01-01-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-01-02-01.wav,02-01-04-01-01-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-04-01-01-02-01.mp4
01-04-01-02-01-01,train,1,3,sad,04,03-01-04-01-02-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-01-01.wav,02-01-04-01-02-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-04-01-02-01-01.mp4
01-04-01-02-02-01,train,1,3,sad,04,03-01-04-01-02-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-02-01.wav,02-01-04-01-02-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-04-01-02-02-01.mp4
01-04-02-01-01-01,train,1,3,sad,04,03-01-04-02-01-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-01-01.wav,02-01-04-02-01-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-04-02-01-01-01.mp4
01-04-02-01-02-01,train,1,3,sad,04,03-01-04-02-01-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-02-01.wav,02-01-04-02-01-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-04-02-01-02-01.mp4
01-04-02-02-01-01,train,1,3,sad,04,03-01-04-02-02-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-02-01-01.wav,02-01-04-02-02-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-04-02-02-01-01.mp4
01-04-02-02-02-01,train,1,3,sad,04,03-01-04-02-02-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-02-02-01.wav,02-01-04-02-02-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-04-02-02-02-01.mp4
01-05-01-01-01-01,train,1,4,angry,05,03-01-05-01-01-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-01-01.wav,02-01-05-01-01-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-05-01-01-01-01.mp4
01-05-01-01-02-01,train,1,4,angry,05,03-01-05-01-01-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-02-01.wav,02-01-05-01-01-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-05-01-01-02-01.mp4
01-05-01-02-01-01,train,1,4,angry,05,03-01-05-01-02-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-02-01-01.wav,02-01-05-01-02-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-05-01-02-01-01.mp4
01-05-01-02-02-01,train,1,4,angry,05,03-01-05-01-02-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-02-02-01.wav,02-01-05-01-02-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-05-01-02-02-01.mp4
01-05-02-01-01-01,train,1,4,angry,05,03-01-05-02-01-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-01-01-01.wav,02-01-05-02-01-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-05-02-01-01-01.mp4
01-05-02-01-02-01,train,1,4,angry,05,03-01-05-02-01-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-01-02-01.wav,02-01-05-02-01-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-05-02-01-02-01.mp4
01-05-02-02-01-01,train,1,4,angry,05,03-01-05-02-02-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-02-01-01.wav,02-01-05-02-02-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-05-02-02-01-01.mp4
01-05-02-02-02-01,train,1,4,angry,05,03-01-05-02-02-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-02-02-01.wav,02-01-05-02-02-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-05-02-02-02-01.mp4
01-06-01-01-01-01,train,1,5,fearful,06,03-01-06-01-01-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-01-01-01.wav,02-01-06-01-01-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-06-01-01-01-01.mp4
01-06-01-01-02-01,train,1,5,fearful,06,03-01-06-01-01-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-01-02-01.wav,02-01-06-01-01-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-06-01-01-02-01.mp4
01-06-01-02-01-01,train,1,5,fearful,06,03-01-06-01-02-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-02-01-01.wav,02-01-06-01-02-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-06-01-02-01-01.mp4
01-06-01-02-02-01,train,1,5,fearful,06,03-01-06-01-02-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-02-02-01.wav,02-01-06-01-02-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-06-01-02-02-01.mp4
01-06-02-01-01-01,train,1,5,fearful,06,03-01-06-02-01-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-01-01-01.wav,02-01-06-02-01-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-06-02-01-01-01.mp4
01-06-02-01-02-01,train,1,5,fearful,06,03-01-06-02-01-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-01-02-01.wav,02-01-06-02-01-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-06-02-01-02-01.mp4
01-06-02-02-01-01,train,1,5,fearful,06,03-01-06-02-02-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-02-01-01.wav,02-01-06-02-02-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-06-02-02-01-01.mp4
01-06-02-02-02-01,train,1,5,fearful,06,03-01-06-02-02-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-02-02-01.wav,02-01-06-02-02-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-06-02-02-02-01.mp4
01-07-01-01-01-01,train,1,6,disgust,07,03-01-07-01-01-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-01-01-01.wav,02-01-07-01-01-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-07-01-01-01-01.mp4
01-07-01-01-02-01,train,1,6,disgust,07,03-01-07-01-01-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-01-02-01.wav,02-01-07-01-01-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-07-01-01-02-01.mp4
01-07-01-02-01-01,train,1,6,disgust,07,03-01-07-01-02-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-01-01.wav,02-01-07-01-02-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-07-01-02-01-01.mp4
01-07-01-02-02-01,train,1,6,disgust,07,03-01-07-01-02-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-02-01.wav,02-01-07-01-02-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-07-01-02-02-01.mp4
01-07-02-01-01-01,train,1,6,disgust,07,03-01-07-02-01-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-01-01.wav,02-01-07-02-01-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-07-02-01-01-01.mp4
01-07-02-01-02-01,train,1,6,disgust,07,03-01-07-02-01-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-02-01.wav,02-01-07-02-01-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-07-02-01-02-01.mp4
01-07-02-02-01-01,train,1,6,disgust,07,03-01-07-02-02-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-02-01-01.wav,02-01-07-02-02-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-07-02-02-01-01.mp4
01-07-02-02-02-01,train,1,6,disgust,07,03-01-07-02-02-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-02-02-01.wav,02-01-07-02-02-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-07-02-02-02-01.mp4
01-08-01-01-01-01,train,1,7,surprise,08,03-01-08-01-01-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-01-01-01.wav,02-01-08-01-01-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-08-01-01-01-01.mp4
01-08-01-01-02-01,train,1,7,surprise,08,03-01-08-01-01-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-01-02-01.wav,02-01-08-01-01-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-08-01-01-02-01.mp4
01-08-01-02-01-01,train,1,7,surprise,08,03-01-08-01-02-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-01-01.wav,02-01-08-01-02-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-08-01-02-01-01.mp4
01-08-01-02-02-01,train,1,7,surprise,08,03-01-08-01-02-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-02-01.wav,02-01-08-01-02-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-08-01-02-02-01.mp4
01-08-02-01-01-01,train,1,7,surprise,08,03-01-08-02-01-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-01-01.wav,02-01-08-02-01-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-08-02-01-01-01.mp4
01-08-02-01-02-01,train,1,7,surprise,08,03-01-08-02-01-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-02-01.wav,02-01-08-02-01-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-08-02-01-02-01.mp4
01-08-02-02-01-01,train,1,7,surprise,08,03-01-08-02-02-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-02-01-01.wav,02-01-08-02-02-01-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-08-02-02-01-01.mp4
01-08-02-02-02-01,train,1,7,surprise,08,03-01-08-02-02-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-02-02-01.wav,02-01-08-02-02-02-01,data/raw/ravdess/video_speech/Video_Speech_Actor_01/Actor_01/02-01-08-02-02-02-01.mp4
01-01-01-01-01-02,train,2,0,neutral,01,03-01-01-01-01-01-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-01-02.wav,02-01-01-01-01-01-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-01-01-01-01-02.mp4
01-01-01-01-02-02,train,2,0,neutral,01,03-01-01-01-01-02-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-02-02.wav,02-01-01-01-01-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-01-01-01-02-02.mp4
01-01-01-02-01-02,train,2,0,neutral,01,03-01-01-01-02-01-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-01-02.wav,02-01-01-01-02-01-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-01-01-02-01-02.mp4
01-01-01-02-02-02,train,2,0,neutral,01,03-01-01-01-02-02-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-02-02.wav,02-01-01-01-02-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-01-01-02-02-02.mp4
01-02-01-01-01-02,train,2,1,calm,02,03-01-02-01-01-01-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-01-01-02.wav,02-01-02-01-01-01-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-02-01-01-01-02.mp4
01-02-01-01-02-02,train,2,1,calm,02,03-01-02-01-01-02-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-01-02-02.wav,02-01-02-01-01-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-02-01-01-02-02.mp4
01-02-01-02-01-02,train,2,1,calm,02,03-01-02-01-02-01-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-02-01-02.wav,02-01-02-01-02-01-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-02-01-02-01-02.mp4
01-02-01-02-02-02,train,2,1,calm,02,03-01-02-01-02-02-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-02-02-02.wav,02-01-02-01-02-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-02-01-02-02-02.mp4
01-02-02-01-01-02,train,2,1,calm,02,03-01-02-02-01-01-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-01-02.wav,02-01-02-02-01-01-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-02-02-01-01-02.mp4
01-02-02-01-02-02,train,2,1,calm,02,03-01-02-02-01-02-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-02-02.wav,02-01-02-02-01-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-02-02-01-02-02.mp4
01-02-02-02-01-02,train,2,1,calm,02,03-01-02-02-02-01-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-01-02.wav,02-01-02-02-02-01-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-02-02-02-01-02.mp4
01-02-02-02-02-02,train,2,1,calm,02,03-01-02-02-02-02-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-02-02.wav,02-01-02-02-02-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-02-02-02-02-02.mp4
01-03-01-01-01-02,train,2,2,happy,03,03-01-03-01-01-01-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-01-01-02.wav,02-01-03-01-01-01-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-03-01-01-01-02.mp4
01-03-01-01-02-02,train,2,2,happy,03,03-01-03-01-01-02-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-01-02-02.wav,02-01-03-01-01-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-03-01-01-02-02.mp4
01-03-01-02-01-02,train,2,2,happy,03,03-01-03-01-02-01-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-02-01-02.wav,02-01-03-01-02-01-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-03-01-02-01-02.mp4
01-03-01-02-02-02,train,2,2,happy,03,03-01-03-01-02-02-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-02-02-02.wav,02-01-03-01-02-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-03-01-02-02-02.mp4
01-03-02-01-01-02,train,2,2,happy,03,03-01-03-02-01-01-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-01-02.wav,02-01-03-02-01-01-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-03-02-01-01-02.mp4
01-03-02-01-02-02,train,2,2,happy,03,03-01-03-02-01-02-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-02-02.wav,02-01-03-02-01-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-03-02-01-02-02.mp4
01-03-02-02-01-02,train,2,2,happy,03,03-01-03-02-02-01-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-02-01-02.wav,02-01-03-02-02-01-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-03-02-02-01-02.mp4
01-03-02-02-02-02,train,2,2,happy,03,03-01-03-02-02-02-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-02-02-02.wav,02-01-03-02-02-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-03-02-02-02-02.mp4
01-04-01-01-01-02,train,2,3,sad,04,03-01-04-01-01-01-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-01-02.wav,02-01-04-01-01-01-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-04-01-01-01-02.mp4
01-04-01-01-02-02,train,2,3,sad,04,03-01-04-01-01-02-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-02-02.wav,02-01-04-01-01-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-04-01-01-02-02.mp4
01-04-01-02-01-02,train,2,3,sad,04,03-01-04-01-02-01-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-02-01-02.wav,02-01-04-01-02-01-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-04-01-02-01-02.mp4
01-04-01-02-02-02,train,2,3,sad,04,03-01-04-01-02-02-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-02-02-02.wav,02-01-04-01-02-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-04-01-02-02-02.mp4
01-04-02-01-01-02,train,2,3,sad,04,03-01-04-02-01-01-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-01-01-02.wav,02-01-04-02-01-01-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-04-02-01-01-02.mp4
01-04-02-01-02-02,train,2,3,sad,04,03-01-04-02-01-02-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-01-02-02.wav,02-01-04-02-01-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-04-02-01-02-02.mp4
01-04-02-02-01-02,train,2,3,sad,04,03-01-04-02-02-01-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-02-01-02.wav,02-01-04-02-02-01-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-04-02-02-01-02.mp4
