sample_id,stem,av_key,video_path,actor_id,split,emotion_code,label_id,label_name,intensity_code,statement_code,repetition_code
02-01-07-01-01-02-02,02-01-07-01-01-02-02,01-07-01-01-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-07-01-01-02-02.mp4,2,train,07,6,disgust,01,01,02
02-01-07-01-02-01-02,02-01-07-01-02-01-02,01-07-01-02-01-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-07-01-02-01-02.mp4,2,train,07,6,disgust,01,02,01
02-01-07-01-02-02-02,02-01-07-01-02-02-02,01-07-01-02-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-07-01-02-02-02.mp4,2,train,07,6,disgust,01,02,02
02-01-07-02-01-01-02,02-01-07-02-01-01-02,01-07-02-01-01-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-07-02-01-01-02.mp4,2,train,07,6,disgust,02,01,01
02-01-07-02-01-02-02,02-01-07-02-01-02-02,01-07-02-01-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-07-02-01-02-02.mp4,2,train,07,6,disgust,02,01,02
02-01-07-02-02-01-02,02-01-07-02-02-01-02,01-07-02-02-01-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-07-02-02-01-02.mp4,2,train,07,6,disgust,02,02,01
02-01-07-02-02-02-02,02-01-07-02-02-02-02,01-07-02-02-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-07-02-02-02-02.mp4,2,train,07,6,disgust,02,02,02
02-01-08-01-01-01-02,02-01-08-01-01-01-02,01-08-01-01-01-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-08-01-01-01-02.mp4,2,train,08,7,surprise,01,01,01
02-01-08-01-01-02-02,02-01-08-01-01-02-02,01-08-01-01-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-08-01-01-02-02.mp4,2,train,08,7,surprise,01,01,02
02-01-08-01-02-01-02,02-01-08-01-02-01-02,01-08-01-02-01-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-08-01-02-01-02.mp4,2,train,08,7,surprise,01,02,01
02-01-08-01-02-02-02,02-01-08-01-02-02-02,01-08-01-02-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-08-01-02-02-02.mp4,2,train,08,7,surprise,01,02,02
02-01-08-02-01-01-02,02-01-08-02-01-01-02,01-08-02-01-01-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-08-02-01-01-02.mp4,2,train,08,7,surprise,02,01,01
02-01-08-02-01-02-02,02-01-08-02-01-02-02,01-08-02-01-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-08-02-01-02-02.mp4,2,train,08,7,surprise,02,01,02
02-01-08-02-02-01-02,02-01-08-02-02-01-02,01-08-02-02-01-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-08-02-02-01-02.mp4,2,train,08,7,surprise,02,02,01
02-01-08-02-02-02-02,02-01-08-02-02-02-02,01-08-02-02-02-02,data/raw/ravdess/video_speech/Video_Speech_Actor_02/Actor_02/02-01-08-02-02-02-02.mp4,2,train,08,7,surprise,02,02,02
02-01-01-01-01-01-03,02-01-01-01-01-01-03,01-01-01-01-01-03,data/raw/ravdess/video_speech/Video_Speech_Actor_03/Actor_03/02-01-01-01-01-01-03.mp4,3,train,01,0,neutral,01,01,01
02-01-01-01-01-02-03,02-01-01-01-01-02-03,01-01-01-01-02-03,data/raw/ravdess/video_speech/Video_Speech_Actor_03/Actor_03/02-01-01-01-01-02-03.mp4,3,train,01,0,neutral,01,01,02
02-01-01-01-02-01-03,02-01-01-01-02-01-03,01-01-01-02-01-03,data/raw/ravdess/video_speech/Video_Speech_Actor_03/Actor_03/02-01-01-01-02-01-03.mp4,3,train,01,0,neutral,01,02,01
02-01-01-01-02-02-03,02-01-01-01-02-02-03,01-01-01-02-02-03,data/raw/ravdess/video_speech/Video_Speech_Actor_03/Actor_03/02-01-01-01-02-02-03.mp4,3,train,01,0,neutral,01,02,02
02-01-02-01-01-01-03,02-01-02-01-01-01-03,01-02-01-01-01-03,data/raw/ravdess/video_speech/Video_Speech_Actor_03/Actor_03/02-01-02-01-01-01-03.mp4,3,train,02,1,calm,01,01,01
02-01-02-01-01-02-03,02-01-02-01-01-02-03,01-02-01-01-02-03,data/raw/ravdess/video_speech/Video_Speech_Actor_03/Actor_03/02-01-02-01-01-02-03.mp4,3,train,02,1,calm,01,01,02
