av_key,sample_id,stem,wav_path,actor_id,split,emotion_code,label_id,label_name,intensity_code,statement_code,repetition_code,pred_id,pred_name,prob_neutral,prob_calm,prob_happy,prob_sad,prob_angry,prob_fearful,prob_disgust,prob_surprise,embedding_path,embedding_dim
1_11,audio_1_11,audio_1_11,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_11.wav,1,train,05,4,angry,01,01,01,4,angry,0.100676,0.146872,0.131416,0.112558,0.186303,0.097552,0.146898,0.077724,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_11.npy,96
1_12,audio_1_12,audio_1_12,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_12.wav,1,train,06,5,fearful,01,01,01,4,angry,0.092087,0.156387,0.143667,0.113794,0.17536,0.105818,0.135828,0.077059,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_12.npy,96
1_13,audio_1_13,audio_1_13,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_13.wav,1,train,08,7,surprise,01,01,01,4,angry,0.089919,0.160984,0.149706,0.112799,0.161774,0.097803,0.146668,0.080346,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_13.npy,96
1_14,audio_1_14,audio_1_14,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_14.wav,1,train,02,1,calm,01,01,01,4,angry,0.09618,0.163325,0.136281,0.11193,0.169677,0.101154,0.145039,0.076413,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_14.npy,96
1_15,audio_1_15,audio_1_15,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_15.wav,1,train,02,1,calm,01,01,01,1,calm,0.097552,0.179318,0.143728,0.10654,0.165356,0.102252,0.132046,0.073209,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_15.npy,96
1_16,audio_1_16,audio_1_16,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_16.wav,1,train,05,4,angry,01,01,01,1,calm,0.094248,0.16756,0.143819,0.110024,0.158489,0.111329,0.140877,0.073654,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_16.npy,96
1_17,audio_1_17,audio_1_17,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_17.wav,1,train,05,4,angry,01,01,01,4,angry,0.091914,0.160095,0.140363,0.115083,0.162467,0.098463,0.151728,0.079887,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_17.npy,96
1_18,audio_1_18,audio_1_18,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_18.wav,1,train,06,5,fearful,01,01,01,4,angry,0.097507,0.165417,0.131083,0.121224,0.168195,0.111294,0.132276,0.073004,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_18.npy,96
1_19,audio_1_19,audio_1_19,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_19.wav,1,train,07,6,disgust,01,01,01,4,angry,0.096568,0.139784,0.132372,0.114154,0.173597,0.091332,0.168307,0.083886,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_19.npy,96
1_20,audio_1_20,audio_1_20,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_20.wav,1,train,08,7,surprise,01,01,01,4,angry,0.095822,0.157529,0.135423,0.109861,0.17837,0.092948,0.151257,0.07879,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_20.npy,96
1_21,audio_1_21,audio_1_21,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_21.wav,1,train,01,0,neutral,01,01,01,1,calm,0.092819,0.16998,0.140544,0.10196,0.161003,0.106368,0.146526,0.0808,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_21.npy,96
1_22,audio_1_22,audio_1_22,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_22.wav,1,train,01,0,neutral,01,01,01,1,calm,0.091347,0.161816,0.138127,0.116152,0.159894,0.100373,0.152782,0.079509,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_22.npy,96
1_23,audio_1_23,audio_1_23,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_23.wav,1,train,02,1,calm,01,01,01,6,disgust,0.094847,0.120897,0.127674,0.12983,0.162169,0.107782,0.180663,0.076139,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_23.npy,96
1_24,audio_1_24,audio_1_24,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_24.wav,1,train,07,6,disgust,01,01,01,4,angry,0.096272,0.12321,0.130324,0.136947,0.162403,0.122619,0.158431,0.069794,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_24.npy,96
1_25,audio_1_25,audio_1_25,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_25.wav,1,train,03,2,happy,01,01,01,1,calm,0.104458,0.149058,0.126696,0.136047,0.140824,0.140606,0.136924,0.065385,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_25.npy,96
1_26,audio_1_26,audio_1_26,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_26.wav,1,train,04,3,sad,01,01,01,6,disgust,0.101767,0.133084,0.137469,0.136002,0.158469,0.10212,0.159495,0.071593,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_26.npy,96
1_27,audio_1_27,audio_1_27,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_27.wav,1,train,05,4,angry,01,01,01,4,angry,0.103096,0.138433,0.127317,0.134593,0.152328,0.129578,0.148326,0.066329,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_27.npy,96
1_28,audio_1_28,audio_1_28,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_28.wav,1,train,05,4,angry,01,01,01,1,calm,0.103671,0.157309,0.133248,0.13502,0.146611,0.114159,0.143402,0.066581,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_28.npy,96
1_29,audio_1_29,audio_1_29,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_29.wav,1,train,06,5,fearful,01,01,01,4,angry,0.09275,0.120712,0.114943,0.132059,0.195533,0.097029,0.164523,0.08245,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_29.npy,96
1_30,audio_1_30,audio_1_30,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_30.wav,1,train,06,5,fearful,01,01,01,4,angry,0.092894,0.134359,0.120986,0.13159,0.181704,0.105047,0.158276,0.075144,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_30.npy,96
1_31,audio_1_31,audio_1_31,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_31.wav,1,train,07,6,disgust,01,01,01,4,angry,0.090059,0.113741,0.118084,0.11736,0.194349,0.101959,0.179685,0.084762,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_31.npy,96
1_32,audio_1_32,audio_1_32,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_32.wav,1,train,08,7,surprise,01,01,01,4,angry,0.094002,0.122146,0.118154,0.129899,0.180984,0.101679,0.175039,0.078098,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_32.npy,96
1_33,audio_1_33,audio_1_33,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_33.wav,1,train,08,7,surprise,01,01,01,4,angry,0.095487,0.146982,0.122081,0.12929,0.185711,0.110442,0.140932,0.069074,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_33.npy,96
1_34,audio_1_34,audio_1_34,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_34.wav,1,train,01,0,neutral,01,01,01,4,angry,0.098457,0.135494,0.118714,0.129609,0.185003,0.099166,0.159013,0.074545,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_34.npy,96
1_35,audio_1_35,audio_1_35,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_35.wav,1,train,02,1,calm,01,01,01,4,angry,0.098025,0.153362,0.11252,0.120147,0.19146,0.102275,0.149301,0.07291,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_35.npy,96
1_36,audio_1_36,audio_1_36,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_36.wav,1,train,03,2,happy,01,01,01,4,angry,0.094683,0.120058,0.099045,0.116779,0.200194,0.109832,0.171853,0.087556,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_36.npy,96
1_37,audio_1_37,audio_1_37,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_37.wav,1,train,03,2,happy,01,01,01,4,angry,0.104818,0.135071,0.115549,0.12121,0.177855,0.109188,0.163342,0.072966,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_37.npy,96
1_38,audio_1_38,audio_1_38,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_38.wav,1,train,04,3,sad,01,01,01,4,angry,0.090999,0.144871,0.114063,0.119818,0.191954,0.108086,0.151553,0.078656,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_38.npy,96
1_39,audio_1_39,audio_1_39,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_39.wav,1,train,07,6,disgust,01,01,01,4,angry,0.099165,0.140042,0.111862,0.112625,0.192057,0.096594,0.166021,0.081634,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_39.npy,96
1_40,audio_1_40,audio_1_40,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_40.wav,1,train,07,6,disgust,01,01,01,4,angry,0.098725,0.162439,0.1258,0.119181,0.18176,0.100875,0.139132,0.072088,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_40.npy,96
1_41,audio_1_41,audio_1_41,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_41.wav,1,train,01,0,neutral,01,01,01,4,angry,0.097868,0.163773,0.129157,0.111771,0.180106,0.109978,0.136198,0.071149,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_41.npy,96
1_42,audio_1_42,audio_1_42,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_42.wav,1,train,04,3,sad,01,01,01,4,angry,0.096427,0.153886,0.126399,0.108337,0.184657,0.105213,0.149973,0.075109,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_42.npy,96
1_43,audio_1_43,audio_1_43,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_43.wav,1,train,05,4,angry,01,01,01,4,angry,0.094906,0.161537,0.124179,0.10542,0.18785,0.106991,0.14181,0.077308,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_43.npy,96
1_44,audio_1_44,audio_1_44,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_44.wav,1,train,08,7,surprise,01,01,01,1,calm,0.09688,0.181947,0.126845,0.100734,0.181695,0.103512,0.130168,0.078219,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_44.npy,96
1_45,audio_1_45,audio_1_45,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_45.wav,1,train,02,1,calm,01,01,01,4,angry,0.095372,0.14449,0.113932,0.114299,0.193,0.100223,0.158355,0.08033,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_45.npy,96
1_46,audio_1_46,audio_1_46,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_46.wav,1,train,07,6,disgust,01,01,01,4,angry,0.099374,0.153282,0.114427,0.105464,0.199665,0.095013,0.149968,0.082807,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_46.npy,96
1_47,audio_1_47,audio_1_47,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_47.wav,1,train,03,2,happy,01,01,01,1,calm,0.10098,0.188596,0.117944,0.107748,0.175013,0.110541,0.123618,0.07556,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_47.npy,96
1_48,audio_1_48,audio_1_48,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_48.wav,1,train,01,0,neutral,01,01,01,1,calm,0.091287,0.176686,0.13054,0.109424,0.166877,0.122152,0.12874,0.074295,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_48.npy,96
1_49,audio_1_49,audio_1_49,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_49.wav,1,train,04,3,sad,01,01,01,4,angry,0.100236,0.166954,0.121566,0.104894,0.190828,0.109147,0.133297,0.073078,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_49.npy,96
1_50,audio_1_50,audio_1_50,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_50.wav,1,train,01,0,neutral,01,01,01,4,angry,0.097115,0.154023,0.11413,0.122949,0.182341,0.11422,0.141133,0.074088,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_50.npy,96
2_51,audio_2_01,audio_2_01,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_2_01.wav,2,train,05,4,angry,01,01,01,3,sad,0.098566,0.099939,0.117397,0.176077,0.127848,0.152112,0.153101,0.07496,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_2_01.npy,96
2_52,audio_2_02,audio_2_02,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_2_02.wav,2,train,08,7,surprise,01,01,01,3,sad,0.097894,0.0959,0.122901,0.178608,0.120917,0.138784,0.157619,0.087377,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_2_02.npy,96
2_53,audio_2_03,audio_2_03,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_2_03.wav,2,train,01,0,neutral,01,01,01,3,sad,0.102719,0.111456,0.119605,0.160499,0.15899,0.120689,0.150308,0.075734,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_2_03.npy,96
2_54,audio_2_04,audio_2_04,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_2_04.wav,2,train,05,4,angry,01,01,01,3,sad,0.09803,0.093307,0.109368,0.187411,0.120738,0.14583,0.155806,0.089509,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_2_04.npy,96
2_55,audio_2_05,audio_2_05,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_2_05.wav,2,train,03,2,happy,01,01,01,3,sad,0.104712,0.088366,0.110953,0.190262,0.132233,0.125765,0.15961,0.088099,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_2_05.npy,96
2_56,audio_2_06,audio_2_06,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_2_06.wav,2,train,03,2,happy,01,01,01,3,sad,0.099288,0.083355,0.103045,0.189037,0.141849,0.124019,0.162448,0.096958,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_2_06.npy,96
2_57,audio_2_07,audio_2_07,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_2_07.wav,2,train,03,2,happy,01,01,01,5,fearful,0.098182,0.093355,0.108516,0.163062,0.130944,0.174468,0.146439,0.085034,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_2_07.npy,96
2_58,audio_2_08,audio_2_08,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_2_08.wav,2,train,07,6,disgust,01,01,01,3,sad,0.092866,0.097603,0.115713,0.169985,0.147753,0.126458,0.161968,0.087655,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_2_08.npy,96
2_59,audio_2_09,audio_2_09,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_2_09.wav,2,train,05,4,angry,01,01,01,4,angry,0.10283,0.098555,0.100411,0.167961,0.182197,0.10887,0.151108,0.088067,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_2_09.npy,96
2_60,audio_2_10,audio_2_10,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_2_10.wav,2,train,04,3,sad,01,01,01,3,sad,0.113708,0.084285,0.08245,0.193497,0.129168,0.136872,0.14082,0.1192,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_2_10.npy,96
2_61,audio_2_11,audio_2_11,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_2_11.wav,2,train,01,0,neutral,01,01,01,6,disgust,0.108757,0.104416,0.120426,0.145001,0.15457,0.125403,0.158092,0.083335,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_2_11.npy,96
2_62,audio_2_12,audio_2_12,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_2_12.wav,2,train,04,3,sad,01,01,01,6,disgust,0.110513,0.10742,0.10805,0.148122,0.150387,0.118563,0.171262,0.085684,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_2_12.npy,96
2_63,audio_2_13,audio_2_13,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_2_13.wav,2,train,05,4,angry,01,01,01,4,angry,0.099653,0.100001,0.106792,0.170119,0.174867,0.121836,0.145811,0.080921,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_2_13.npy,96
2_64,audio_2_14,audio_2_14,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_2_14.wav,2,train,02,1,calm,01,01,01,4,angry,0.09508,0.116639,0.103035,0.155226,0.180002,0.131684,0.139395,0.078939,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_2_14.npy,96
2_65,audio_2_15,audio_2_15,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_2_15.wav,2,train,04,3,sad,01,01,01,4,angry,0.100656,0.105162,0.101651,0.1552,0.191192,0.123474,0.140151,0.082513,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_2_15.npy,96
