av_key,split,actor_id,label_id,label_name,emotion_code,intensity_code,statement_code,repetition_code,audio_sample_id,audio_wav_path,audio_pred_id,audio_pred_name,audio_embedding_path,audio_embedding_dim,video_sample_id,video_path,video_pred_id,video_pred_name,video_sequence_path,video_sequence_num_frames,video_sequence_feature_dim,video_sequence_source,video_prediction_source,audio_prob_neutral,audio_prob_calm,audio_prob_happy,audio_prob_sad,audio_prob_angry,audio_prob_fearful,audio_prob_disgust,audio_prob_surprise,video_prob_neutral,video_prob_calm,video_prob_happy,video_prob_sad,video_prob_angry,video_prob_fearful,video_prob_disgust,video_prob_surprise
1_19,train,1,6,disgust,07,01,01,01,audio_1_19,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_19.wav,4,angry,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_19.npy,96,video_1_19,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_19.mp4,4,angry,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_19.npy,5,2048,custom_inference,custom_inference,0.096568,0.139784,0.132372,0.114154,0.173597,0.091332,0.168307,0.083886,0.2794351875782013,0.045744333416223526,0.0856880322098732,0.10721881687641144,0.3118269145488739,0.02322523109614849,0.05833437293767929,0.08852707594633102
1_2,train,1,6,disgust,07,01,01,01,audio_1_02,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_02.wav,6,disgust,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_02.npy,96,video_1_02,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_02.mp4,0,neutral,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_02.npy,5,2048,custom_inference,custom_inference,0.092421,0.111223,0.123429,0.123637,0.181385,0.101632,0.182256,0.084018,0.5250152349472046,0.03146549314260483,0.07047628611326218,0.07755755633115768,0.1504572182893753,0.015893690288066864,0.04478110745549202,0.08435333520174026
1_20,train,1,7,surprise,08,01,01,01,audio_1_20,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_20.wav,4,angry,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_20.npy,96,video_1_20,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_20.mp4,0,neutral,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_20.npy,5,2048,custom_inference,custom_inference,0.095822,0.157529,0.135423,0.109861,0.17837,0.092948,0.151257,0.07879,0.22894009947776794,0.06296657025814056,0.1118609756231308,0.14395566284656525,0.1788598597049713,0.030972212553024292,0.07400195300579071,0.16844269633293152
1_21,train,1,0,neutral,01,01,01,01,audio_1_21,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_21.wav,1,calm,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_21.npy,96,video_1_21,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_21.mp4,4,angry,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_21.npy,5,2048,custom_inference,custom_inference,0.092819,0.16998,0.140544,0.10196,0.161003,0.106368,0.146526,0.0808,0.2558954656124115,0.044628918170928955,0.0803869217634201,0.08629059791564941,0.32683712244033813,0.028802385553717613,0.08405719697475433,0.093101367354393
1_22,train,1,0,neutral,01,01,01,01,audio_1_22,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_22.wav,1,calm,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_22.npy,96,video_1_22,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_22.mp4,0,neutral,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_22.npy,5,2048,custom_inference,custom_inference,0.091347,0.161816,0.138127,0.116152,0.159894,0.100373,0.152782,0.079509,0.39933261275291443,0.033191513270139694,0.07104257494211197,0.10933224111795425,0.21873745322227478,0.01856393925845623,0.059540826827287674,0.09025883674621582
1_23,train,1,1,calm,02,01,01,01,audio_1_23,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_23.wav,6,disgust,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_23.npy,96,video_1_23,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_23.mp4,0,neutral,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_23.npy,5,2048,custom_inference,custom_inference,0.094847,0.120897,0.127674,0.12983,0.162169,0.107782,0.180663,0.076139,0.2936866581439972,0.0756959542632103,0.08661209046840668,0.09794384986162186,0.23853912949562073,0.052326351404190063,0.091525137424469,0.06367082893848419
1_24,train,1,6,disgust,07,01,01,01,audio_1_24,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_24.wav,4,angry,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_24.npy,96,video_1_24,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_24.mp4,0,neutral,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_24.npy,5,2048,custom_inference,custom_inference,0.096272,0.12321,0.130324,0.136947,0.162403,0.122619,0.158431,0.069794,0.5346770286560059,0.04795030504465103,0.04127617925405502,0.0899609848856926,0.1304101198911667,0.028050977736711502,0.04425083473324776,0.08342362195253372
1_25,train,1,2,happy,03,01,01,01,audio_1_25,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_25.wav,1,calm,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_25.npy,96,video_1_25,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_25.mp4,0,neutral,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_25.npy,5,2048,custom_inference,custom_inference,0.104458,0.149058,0.126696,0.136047,0.140824,0.140606,0.136924,0.065385,0.4324555993080139,0.05250157043337822,0.04156527295708656,0.05051891878247261,0.29319053888320923,0.02627795934677124,0.04494055360555649,0.05854962021112442
1_26,train,1,3,sad,04,01,01,01,audio_1_26,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_26.wav,6,disgust,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_26.npy,96,video_1_26,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_26.mp4,0,neutral,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_26.npy,5,2048,custom_inference,custom_inference,0.101767,0.133084,0.137469,0.136002,0.158469,0.10212,0.159495,0.071593,0.40433040261268616,0.04011274501681328,0.03494008257985115,0.040147565305233,0.3797912001609802,0.026555249467492104,0.028863638639450073,0.04525921866297722
1_27,train,1,4,angry,05,01,01,01,audio_1_27,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_27.wav,4,angry,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_27.npy,96,video_1_27,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_27.mp4,0,neutral,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_27.npy,5,2048,custom_inference,custom_inference,0.103096,0.138433,0.127317,0.134593,0.152328,0.129578,0.148326,0.066329,0.4299427568912506,0.04945819824934006,0.04495273157954216,0.11198482662439346,0.21391093730926514,0.030389998108148575,0.051265306770801544,0.06809519976377487
1_28,train,1,4,angry,05,01,01,01,audio_1_28,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_28.wav,1,calm,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_28.npy,96,video_1_28,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_28.mp4,0,neutral,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_28.npy,5,2048,custom_inference,custom_inference,0.103671,0.157309,0.133248,0.13502,0.146611,0.114159,0.143402,0.066581,0.45109477639198303,0.061421383172273636,0.04740830510854721,0.07933145016431808,0.18628832697868347,0.031778089702129364,0.058503855019807816,0.08417385071516037
1_29,train,1,5,fearful,06,01,01,01,audio_1_29,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_29.wav,4,angry,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_29.npy,96,video_1_29,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_29.mp4,0,neutral,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_29.npy,5,2048,custom_inference,custom_inference,0.09275,0.120712,0.114943,0.132059,0.195533,0.097029,0.164523,0.08245,0.5786833763122559,0.06093903258442879,0.052737556397914886,0.0319739393889904,0.1790820211172104,0.011562887579202652,0.02879483625292778,0.05622630566358566
1_3,train,1,0,neutral,01,01,01,01,audio_1_03,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_03.wav,6,disgust,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_03.npy,96,video_1_03,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_03.mp4,0,neutral,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_03.npy,5,2048,custom_inference,custom_inference,0.093167,0.107237,0.117737,0.130959,0.174857,0.109064,0.185321,0.081657,0.4124976098537445,0.04385564476251602,0.06610913574695587,0.057911984622478485,0.2673583924770355,0.01873694732785225,0.04726765304803848,0.08626264333724976
1_30,train,1,5,fearful,06,01,01,01,audio_1_30,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_30.wav,4,angry,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_30.npy,96,video_1_30,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_30.mp4,0,neutral,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_30.npy,5,2048,custom_inference,custom_inference,0.092894,0.134359,0.120986,0.13159,0.181704,0.105047,0.158276,0.075144,0.47199034690856934,0.05529079958796501,0.07991019636392593,0.038033999502658844,0.261524498462677,0.013634326867759228,0.030727380886673927,0.048888467252254486
1_31,train,1,6,disgust,07,01,01,01,audio_1_31,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_31.wav,4,angry,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_31.npy,96,video_1_31,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_31.mp4,0,neutral,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_31.npy,5,2048,custom_inference,custom_inference,0.090059,0.113741,0.118084,0.11736,0.194349,0.101959,0.179685,0.084762,0.43388909101486206,0.06530929356813431,0.04003408923745155,0.03136789798736572,0.3473782241344452,0.010975964367389679,0.027063976973295212,0.04398147389292717
1_32,train,1,7,surprise,08,01,01,01,audio_1_32,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_32.wav,4,angry,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_32.npy,96,video_1_32,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_32.mp4,0,neutral,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_32.npy,5,2048,custom_inference,custom_inference,0.094002,0.122146,0.118154,0.129899,0.180984,0.101679,0.175039,0.078098,0.5576818585395813,0.054218728095293045,0.04124066233634949,0.025497760623693466,0.23558838665485382,0.011265752837061882,0.02497190237045288,0.04953498765826225
1_33,train,1,7,surprise,08,01,01,01,audio_1_33,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_33.wav,4,angry,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_33.npy,96,video_1_33,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_33.mp4,0,neutral,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_33.npy,5,2048,custom_inference,custom_inference,0.095487,0.146982,0.122081,0.12929,0.185711,0.110442,0.140932,0.069074,0.5581153631210327,0.04786122590303421,0.04217592254281044,0.0253978930413723,0.21824097633361816,0.00894591398537159,0.024044398218393326,0.07521834224462509
1_34,train,1,0,neutral,01,01,01,01,audio_1_34,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_34.wav,4,angry,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_34.npy,96,video_1_34,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_34.mp4,0,neutral,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_34.npy,5,2048,custom_inference,custom_inference,0.098457,0.135494,0.118714,0.129609,0.185003,0.099166,0.159013,0.074545,0.6230212450027466,0.054453425109386444,0.028910303488373756,0.028439557179808617,0.1815711408853531,0.009315158240497112,0.0244116373360157,0.04987753555178642
1_35,train,1,1,calm,02,01,01,01,audio_1_35,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_35.wav,4,angry,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_35.npy,96,video_1_35,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_35.mp4,0,neutral,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_35.npy,5,2048,custom_inference,custom_inference,0.098025,0.153362,0.11252,0.120147,0.19146,0.102275,0.149301,0.07291,0.6353802680969238,0.03910922259092331,0.04177973419427872,0.030899684876203537,0.18986842036247253,0.008463447913527489,0.022363271564245224,0.03213588520884514
1_36,train,1,2,happy,03,01,01,01,audio_1_36,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_36.wav,4,angry,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_36.npy,96,video_1_36,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_36.mp4,0,neutral,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_36.npy,5,2048,custom_inference,custom_inference,0.094683,0.120058,0.099045,0.116779,0.200194,0.109832,0.171853,0.087556,0.6886330842971802,0.03566386550664902,0.027641166001558304,0.023339616134762764,0.14666356146335602,0.007207649294286966,0.01803787611424923,0.05281317979097366
1_37,train,1,2,happy,03,01,01,01,audio_1_37,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_37.wav,4,angry,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_37.npy,96,video_1_37,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_37.mp4,0,neutral,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_37.npy,5,2048,custom_inference,custom_inference,0.104818,0.135071,0.115549,0.12121,0.177855,0.109188,0.163342,0.072966,0.7304149866104126,0.02577768824994564,0.028150472790002823,0.018418816849589348,0.13781186938285828,0.007378573063760996,0.016755368560552597,0.03529220074415207
1_38,train,1,3,sad,04,01,01,01,audio_1_38,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/audio/audio_1_38.wav,4,angry,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/audio/embeddings_ecapa_custom/train/audio_1_38.npy,96,video_1_38,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/raw/custom/video/video_1_38.mp4,0,neutral,C:/Users/User/OneDrive/桌面/Project_SystemA/ravdess_avfusion/data/processed/video/sequences_custom/video_1_38.npy,5,2048,custom_inference,custom_inference,0.090999,0.144871,0.114063,0.119818,0.191954,0.108086,0.151553,0.078656,0.7121425867080688,0.04196356609463692,0.03094976209104061,0.026990413665771484,0.12102210521697998,0.007322725839912891,0.021854232996702194,0.03775458782911301
